,Zone0,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9
2021-10-26 21:00,305.492812,193.909074,84.597393,106.198906,98.620735,104.008641,110.376329,98.443372,13.96,44.033757
2021-10-26 22:00,387.280152,144.9592,64.948708,31.715165,45.347985,92.869159,70.242618,110.553073,19.38,0
2021-10-26 23:00,117.106074,190.807464,27.118899,7.04,35.298176,36.408713,83.284735,53.222151,0,0
2021-10-27 0:00,73.217046,63.433275,46.573636,0.984444,14.409249,83.08794,10.302115,23.853925,0,33.988837
2021-10-27 1:00,34.786172,69.627558,15.606364,21.165556,9.472603,15.45,13.307885,13.603636,0,37.271163
2021-10-27 2:00,23.565667,28.377024,0,0,0,0,0,12.181111,0,0
2021-10-27 3:00,5.948266,0,8.89,0,0,1.145652,15.89,29.218191,0.299268,0
2021-10-27 4:00,63.966643,4.837317,7.737179,0,0,22.913043,7.76,17.559767,11.970732,0
2021-10-27 5:00,35.758976,68.932494,22.779841,33.859694,27.650668,2.291304,0,40.608491,0,25.695887
2021-10-27 6:00,148.411705,117.903336,31.897566,7.010306,74.54609,39.804615,56.021938,57.123796,15.943171,12.874113
2021-10-27 7:00,198.85339,153.294085,91.688144,46.535093,181.77854,45.125964,30.688062,72.770518,14.028161,22.824463
2021-10-27 8:00,258.643096,258.090392,146.083435,109.025056,171.141971,131.811016,72.642664,112.562358,104.902083,59.281995
2021-10-27 9:00,498.969248,425.21621,134.833438,131.458871,241.136988,325.764152,95.535208,197.436861,86.63813,81.461621
2021-10-27 10:00,505.021087,359.555556,232.021821,130.407553,170.507334,217.270416,68.303754,228.425672,134.928455,65.581682
2021-10-27 11:00,430.203363,347.202641,205.824187,138.8112,193.022264,205.845209,129.794784,258.898997,83.508752,50.389762
2021-10-27 12:00,390.029053,251.961274,167.72472,173.661186,214.975398,307.367982,162.214174,318.509423,125.942117,58.067619
2021-10-27 13:00,496.969716,231.71854,223.418398,135.268662,158.766446,165.303363,190.492223,288.294499,125.565473,82.913941
2021-10-27 14:00,456.41687,327.02254,248.617491,163.996474,206.526798,330.251961,47.578512,341.620068,47.472706,80.677328
2021-10-27 15:00,492.822357,399.751685,191.329651,109.133036,205.566678,242.807872,99.489799,245.222101,34.239414,48.821588
2021-10-27 16:00,530.608766,355.759429,311.462549,192.368894,228.723594,347.293364,156.469031,270.027151,66.847033,101.758656
2021-10-27 17:00,541.125573,438.070147,249.255281,136.952879,296.446787,187.190982,182.800251,220.431531,37.245481,127.771615
2021-10-27 18:00,507.593545,436.972929,214.792967,186.086208,243.987834,219.362459,91.480718,285.591778,26.124106,51.794364
2021-10-27 19:00,447.462383,520.888243,203.573807,154.005349,208.60372,179.907277,102.287599,158.430573,31.651747,14.125366
2021-10-27 20:00,287.880227,409.713479,105.207685,125.192439,149.529516,158.820495,56.216685,182.700757,47.086504,15.32
2021-10-27 21:00,376.289923,201.878907,140.541772,98.048594,145.362735,178.523554,75.715776,194.12006,26.496667,6.48
2021-10-27 22:00,290.518797,160.626228,88.768739,11.425172,93.289571,45.452536,73.531062,106.8505,22.895455,0
2021-10-27 23:00,179.212051,128.098887,43.645751,35.8,166.827314,45.346377,43.398524,47.766905,1.254545,0
2021-10-28 0:00,104.749441,42.363681,17.349722,0,76.375063,20.621485,19.179237,4.815651,0,0
2021-10-28 1:00,44.74219,25.3784,15.935854,0,45.581358,35.735588,0,7.976571,15.190244,0
2021-10-28 2:00,0,10.0016,0,0,17.25,0,0,0,19.119756,0
2021-10-28 3:00,40.141667,38.61842,0,0,0,0,6.46,30.03,0,0
2021-10-28 4:00,9.92165,32.076945,0,0,7.67831,0,0,0,28.167727,1.568889
2021-10-28 5:00,72.011256,57.477967,18.398333,19.593171,23.477145,10.658506,0,0,2.352273,13.790623
2021-10-28 6:00,139.91161,56.610081,6.491667,49.335334,50.902202,40.455301,0,40.4744,4.36,7.590351
2021-10-28 7:00,246.652295,135.135188,98.168879,62.673653,113.651642,145.997737,8.770648,114.524512,53.715175,21.591781
2021-10-28 8:00,386.650614,330.099604,131.584655,77.51761,171.891337,157.722822,98.794159,167.114221,88.725069,11.858064
2021-10-28 9:00,534.017296,470.792865,142.335916,120.545437,195.719,216.921941,119.551047,177.659375,53.354784,43.520292
2021-10-28 10:00,479.973946,340.276636,167.49433,165.582272,166.685304,228.236802,112.772094,202.825899,107.574972,14.6
2021-10-28 11:00,527.640351,344.12796,299.039389,187.437003,309.202887,255.491377,109.597219,175.990717,31.189524,46.473238
2021-10-28 12:00,557.002652,310.854279,319.710797,211.026084,253.936456,235.988964,156.821998,253.064857,15.684221,42.086762
2021-10-28 13:00,532.02118,284.844004,212.645164,192.180691,168.879019,272.097332,164.289772,210.889355,91.747705,53.956413
2021-10-28 14:00,476.24784,338.384644,185.268116,223.220996,128.624311,309.672555,156.148272,259.306521,87.244304,95.643571
2021-10-28 15:00,598.361169,379.565526,144.184336,250.761277,183.099054,223.51411,103.026652,258.167252,65.458816,67.693885
2021-10-28 16:00,592.604515,394.479529,147.258159,246.100586,217.310159,247.462224,80.284077,289.531105,20.666593,70.150353
2021-10-28 17:00,487.238302,477.47494,166.968762,191.528338,237.971794,288.565489,113.560785,294.818314,77.60635,45.548141
2021-10-28 18:00,396.837044,386.663817,253.287701,84.024873,323.389108,272.485899,212.965996,256.405354,28.264195,76.301193
2021-10-28 19:00,455.310087,357.52026,144.344523,159.699281,187.270084,219.015008,125.497282,248.491406,20.908293,63.676443
2021-10-28 20:00,430.239764,445.580978,138.91556,114.332509,95.138566,220.20029,120.304086,237.1314,9.01,33.93
2021-10-28 21:00,357.128034,253.352472,127.380204,60.502114,47.420938,205.216141,118.886195,136.640323,0,15.81
2021-10-28 22:00,279.41597,358.272728,115.161217,70.394394,74.447017,69.74,57.182472,97.308322,0,29.498
2021-10-28 23:00,213.134802,87.109314,61.153513,67.281878,32.295666,34.1275,55.925072,53.704938,0,10.632
2021-10-29 0:00,128.960319,56.122946,10.80878,32.502642,15.131619,0,5.482174,49.209537,3.690244,0
2021-10-29 1:00,110.138717,39.007561,0,3.513191,42.793143,10.35,0,59.805376,26.569756,0
2021-10-29 2:00,16.298919,8.423636,6.26,0,20.595238,0,12.67,16.106549,0,0
2021-10-29 3:00,1.538462,39.349091,0,0,0,0,0,16.898145,0.974634,0
2021-10-29 4:00,15.409831,56.833015,0,0,27.193355,3.57,0,17.144026,12.345366,0
2021-10-29 5:00,78.898197,56.721087,1.876364,25.28,34.826645,15.186829,0,39.024017,0,0
2021-10-29 6:00,163.026392,95.861816,48.362456,19.43,55.541199,88.315845,0,40.746436,0,21.782667
2021-10-29 7:00,249.405641,234.04879,92.144297,26.137758,162.031392,114.106923,23.95,109.262188,30.07,13.547333
2021-10-29 8:00,245.282482,315.681083,116.370912,130.296121,194.988843,251.048746,63.765279,196.472325,61.912231,25.849463
2021-10-29 9:00,444.756975,408.800134,124.826077,219.412971,173.23781,239.850263,97.846207,237.37599,29.752684,26.020537
2021-10-29 10:00,445.615061,265.259663,136.033081,135.668411,281.397769,170.719886,128.472115,278.996779,17.81965,30.872866
2021-10-29 11:00,499.648905,317.660376,282.827223,97.191242,245.284866,229.223009,65.791033,219.033537,103.305904,77.88538
2021-10-29 12:00,528.568406,381.760093,246.108401,180.092774,252.391025,325.977382,111.078213,136.073205,77.504272,41.14607
2021-10-29 13:00,330.147382,332.482541,369.607565,243.165604,265.146981,269.123779,161.174285,277.759775,42.622989,72.188245
2021-10-29 14:00,381.072564,309.44937,233.793643,241.436493,184.149876,322.121399,135.504039,98.386377,52.657945,47.52732
2021-10-29 15:00,378.042261,392.789873,122.240046,221.295831,277.110867,237.358229,177.054438,324.109291,59.887183,78.580119
2021-10-29 16:00,589.511237,393.743064,234.992243,189.175048,276.834488,303.135653,152.834841,256.956258,73.997143,28.25
2021-10-29 17:00,626.336616,463.189229,194.512333,146.925131,218.948568,261.252519,172.089277,302.722543,34.11,147.465685
2021-10-29 18:00,623.222699,262.284791,203.429735,77.122385,188.284729,246.025796,122.322702,219.717079,102.214146,34.134315
2021-10-29 19:00,502.938308,335.187288,134.19423,125.669841,131.199168,200.69412,38.555374,141.545952,30.709568,29.863333
2021-10-29 20:00,349.325516,175.165061,173.353621,112.835145,127.11032,140.179836,33.07439,149.919585,95.355199,11.246667
2021-10-29 21:00,284.38905,191.241975,174.986078,17.751911,106.579245,98.431386,90.367752,61.169395,10.563814,0
2021-10-29 22:00,253.152457,236.359778,107.824689,36.818364,67.728856,23.4684,118.211127,63.435494,18.797273,0
2021-10-29 23:00,109.969005,62.462532,49.957005,43.079136,38.334,7.65,99.010926,54.448537,0,0
2021-10-30 0:00,122.847676,61.320197,7.538,1.0425,30.163363,20.131429,11.488488,68.365357,0,0
2021-10-30 1:00,60.989402,57.763295,5.472,0,28.980531,20.518571,44.350244,36.614643,0,0
2021-10-30 2:00,46.956444,74.111003,12.81,0,31.061312,0,47.369268,6.865909,0,0
2021-10-30 3:00,6.089032,23.929756,0,0,26.861613,10.927,0,13.274091,9.46,0
2021-10-30 4:00,63.237091,13.486829,11.902927,0,27.629479,23.688298,22.36,0,31.827805,0
2021-10-30 5:00,82.240989,39.975244,52.542917,11.49931,64.274612,25.584702,0,24.263415,10.732195,0
2021-10-30 6:00,162.218633,124.413868,38.694156,23.26069,16.143725,16.057179,6.809091,64.872211,0,7.862273
2021-10-30 7:00,268.122415,248.682645,26.713924,5.023836,73.199168,46.141323,52.020421,60.529861,31.287083,11.447727
2021-10-30 8:00,315.088153,237.327691,80.701628,89.213969,119.341819,118.128961,83.339922,188.373802,53.872917,11.925459
2021-10-30 9:00,522.611226,229.201911,158.100898,116.850864,237.177361,137.304368,74.40488,281.076757,61.02,50.194785
2021-10-30 10:00,499.558785,359.404285,208.363862,211.905477,217.605702,236.251501,51.962515,190.621079,53.653992,31.38
2021-10-30 11:00,500.108539,477.85719,206.134887,188.01779,314.231564,339.337925,180.785046,209.442173,107.303677,82.783742
2021-10-30 12:00,481.561426,406.124357,159.529377,144.652669,259.234452,356.039957,181.533279,262.141355,104.016625,80.221149
2021-10-30 13:00,525.564339,286.162276,196.424113,202.463623,174.180911,351.355966,204.020972,207.210466,46.545707,32.484865
2021-10-30 14:00,456.26419,357.280482,225.311835,204.984331,295.06398,157.341792,94.09937,180.989821,53.27,15.648
2021-10-30 15:00,372.044644,296.595051,223.528984,216.21813,164.117604,325.169036,121.613189,235.89857,64.378031,54.570837
2021-10-30 16:00,488.398862,257.675018,117.851075,111.153377,293.987098,250.20616,119.003679,219.475375,130.192945,34.096413
2021-10-30 17:00,596.716604,260.688531,211.676589,57.789827,283.646876,301.355946,70.042026,250.81338,44.276802,25.62475
2021-10-30 18:00,478.05886,399.467308,98.862828,98.370801,185.529432,169.644641,62.818323,242.030098,16.192222,0
2021-10-30 19:00,341.603513,239.713592,104.726662,120.014732,152.608995,190.096867,82.939503,264.680219,37.120481,46.494878
2021-10-30 20:00,305.802548,250.859128,99.020367,72.853907,103.181942,147.402272,98.7882,172.191319,40.979519,20.775122
2021-10-30 21:00,365.443057,158.963723,132.541489,2.51087,130.841621,56.289582,104.116287,142.998919,33.557143,0
2021-10-30 22:00,212.304676,82.638342,123.971681,72.875843,99.156839,86.084782,74.753297,102.442883,4.832857,11.49439
2021-10-30 23:00,140.011062,94.374939,37.579801,113.839518,76.513932,30.731742,3.49,62.49467,0,18.793448
2021-10-31 0:00,72.024204,30.478053,19.579259,85.303769,77.344888,24.242152,30.48,42.516961,0,28.242162
2021-10-31 1:00,61.309031,62.346039,12.500741,21.87,53.00459,8.627848,5.527895,51.933821,0,0
2021-10-31 2:00,63.580488,40.161706,0,0,34.646591,0,6.142105,0.789512,0,0
2021-10-31 3:00,30,25.379624,0,0,0,0,0,11.225,0,0
2021-10-31 4:00,9.01,38.222632,0,0,13.57,21.17,0,11.225,15.27,0
2021-10-31 5:00,53.845375,113.153424,13.704615,5.367273,7.05,1.077222,0,8.794,0,0
2021-10-31 6:00,59.354752,144.240927,24.695385,34.012727,33.003704,25.15107,21.53027,29.171185,26.167805,0
2021-10-31 7:00,105.441206,148.682993,38.111726,26.7,72.94172,101.726131,66.84762,64.726688,37.111951,32.458571
2021-10-31 8:00,280.085396,213.127652,68.700436,95.525804,127.654584,112.106952,56.082161,108.803581,18.814789,38.215113
2021-10-31 9:00,368.990395,202.032559,169.884602,129.616261,194.561909,201.754615,119.137593,119.07379,50.022764,48.430118
2021-10-31 10:00,419.133683,330.323401,205.243529,181.983284,106.233725,201.502759,123.781577,155.418861,131.883981,33.823027
2021-10-31 11:00,352.494604,288.128553,239.164578,191.769292,171.060785,188.712568,145.739132,224.641555,27.730528,37.423042
2021-10-31 12:00,387.523538,357.059546,233.903253,148.674547,172.979247,370.076752,96.677018,141.887752,28.590982,81.937709
2021-10-31 13:00,453.922481,350.340628,151.166115,119.168866,262.969705,290.563292,84.218929,344.832608,24.759395,100.22913
2021-10-31 14:00,517.658004,212.405407,76.664787,155.790337,277.177194,398.238831,165.139851,255.267473,14.385747,73.498244
2021-10-31 15:00,504.453607,283.021053,202.41861,98.764403,248.343565,201.075946,145.735237,171.006691,66.178725,75.369436
2021-10-31 16:00,598.551528,369.126332,190.090382,180.094066,299.482987,276.026362,108.155581,206.202194,6.954955,76.662864
2021-10-31 17:00,416.118284,352.462923,136.542154,114.015124,251.332734,186.813921,103.459936,241.555302,70.897403,189.279569
2021-10-31 18:00,531.275492,337.575703,214.569928,162.620028,273.858552,365.62476,128.065703,173.816507,54.660976,102.880738
2021-10-31 19:00,468.983868,324.570396,145.726398,171.069808,165.298907,334.565396,48.072024,216.01674,12.749677,29.403615
2021-10-31 20:00,401.018558,201.440744,99.074271,154.660439,151.767062,123.54274,51.610929,152.947613,14.090323,0.328824
2021-10-31 21:00,235.064333,245.375326,58.06752,82.417742,158.610843,107.121157,32.530189,141.420322,0,0
2021-10-31 22:00,212.885928,105.044836,90.464211,53.846242,55.272777,89.799526,65.210961,45.581646,26.213171,0
2021-10-31 23:00,108.919076,129.954061,10.0875,72.950005,9.06,17.045242,9.855289,32.345491,5.326829,0
2021-11-01 0:00,107.312532,38.731176,0,13.063753,12.76,87.139852,0,0,0,0
2021-11-01 1:00,83.010621,68.566252,0,16.439429,32.998283,31.764906,4.94,0,15.01,0
2021-11-01 2:00,106.564073,17.440108,27.15,5.690571,34.331717,0,0,18.8,25.19,0
2021-11-01 3:00,48.109671,19.226341,0,0,19.42,2.79,0,0,5,0
2021-11-01 4:00,43.41495,99.79626,0,0,11.852195,24.703421,0,0,5.01,17.25
2021-11-01 5:00,29.280841,93.776911,0,0,21.132805,35.93896,0,40.743289,0,0
2021-11-01 6:00,106.577128,132.490464,12.77,10.68,53.058409,47.759564,0,53.97354,0,0
2021-11-01 7:00,169.152033,142.721204,70.505753,28.839179,39.30588,152.518796,24.863429,34.238537,20.135,0
2021-11-01 8:00,380.94513,288.02321,290.197543,66.774767,267.014835,200.014063,57.890609,132.824372,20.853293,53.653606
2021-11-01 9:00,557.055941,369.858903,175.910361,71.968044,241.526949,295.058645,48.110052,230.351499,103.161273,77.609397
2021-11-01 10:00,445.337992,333.871868,115.38526,140.313974,217.577599,208.862443,63.436867,246.19905,46.290435,106.421539
2021-11-01 11:00,427.051055,321.58627,226.21813,88.739789,275.816197,211.304196,81.386116,217.331902,31.539324,47.995457
2021-11-01 12:00,414.630862,287.915547,317.53215,181.754109,248.729952,178.262977,137.173618,260.036012,67.891009,76.727997
2021-11-01 13:00,433.589576,337.199791,181.55883,177.562028,305.192616,303.5586,108.665795,265.62958,89.929667,79.067888
2021-11-01 14:00,445.168754,404.420976,282.35202,202.631571,139.217939,363.431316,175.029228,265.030108,70.043548,78.870694
2021-11-01 15:00,543.009428,200.426595,234.430945,174.505016,155.130838,338.011835,141.086962,320.734422,94.936452,136.210564
2021-11-01 16:00,510.506352,358.380068,206.643962,182.120866,182.044382,238.864891,126.38687,245.478162,67.919736,50.282535
2021-11-01 17:00,513.528069,490.589151,198.755826,119.069687,227.762878,178.439779,104.80929,352.102473,78.66693,19.628598
2021-11-01 18:00,479.466055,442.127839,178.504507,154.379477,180.979187,213.053813,183.264054,273.357974,71.141689,152.678259
2021-11-01 19:00,555.479786,273.161275,206.709541,173.704684,232.192149,208.389556,25.987111,147.5202,40.862868,38.313465
2021-11-01 20:00,352.039971,306.942899,165.765966,127.790413,148.323379,223.681017,46.065438,154.763114,32.668776,42.573606
2021-11-01 21:00,306.83539,279.511915,72.857991,93.43319,101.439707,198.432473,100.562367,169.434984,13.238065,52.631394
2021-11-01 22:00,261.065572,216.872905,159.599259,26.91223,88.718658,56.564455,24.572195,64.740971,52.951935,8.095
2021-11-01 23:00,212.603478,93.535122,49.743762,32.648629,103.854741,63.3992,0,10.809809,0,16.2
2021-11-02 0:00,79.282455,72.268486,47.969029,19.882347,87.454614,48.789865,0,9.51,0,23.156829
2021-11-02 1:00,67.651481,26.825,2.5125,10.26,25.854091,15.310135,14,2.959091,17.873902,8.833171
2021-11-02 2:00,73.458716,23.1,0,0,0,0,6,17.869657,14.456098,0
2021-11-02 3:00,73.735227,14.742683,0,0,11.707273,0,0,13.701252,4.707692,0
2021-11-02 4:00,28.73578,21.111688,0,0,6.062727,18.995769,0,5.553529,5.492308,0
2021-11-02 5:00,34.857913,58.372946,0,31.21,0,47.614231,0,36.112606,0,0
2021-11-02 6:00,125.39057,106.594789,47.341667,13.514634,17.660603,81.670353,40.034878,102.220694,0,0
2021-11-02 7:00,277.143108,217.050932,99.382497,29.284659,122.930867,70.600803,29.127057,32.284004,15.729737,5.256667
2021-11-02 8:00,339.085759,285.04205,155.266621,124.061694,186.548071,221.018582,43.740673,128.024296,60.559373,37.952795
2021-11-02 9:00,483.51298,286.822389,231.149215,241.896337,128.054173,130.626225,21.328022,247.298032,102.561118,48.021447
2021-11-02 10:00,535.148154,391.727077,79.373356,191.05861,174.735429,180.940323,66.814781,219.435093,49.400151,69.304435
2021-11-02 11:00,513.430513,323.545434,202.298635,176.158932,201.849269,315.630966,72.558536,297.190039,121.787183,64.870251
2021-11-02 12:00,557.174426,342.766372,292.121205,189.078806,260.328536,279.779635,94.024919,222.24299,74.668242,77.335087
2021-11-02 13:00,408.524096,449.905448,281.561857,230.318519,183.048328,254.714749,143.999648,148.495707,45.377339,45.318284
2021-11-02 14:00,515.487014,271.052817,256.304724,162.29619,294.474377,253.4777,144.782133,124.761879,115.271858,9.039606
2021-11-02 15:00,495.174207,433.689055,228.525536,157.522834,364.153881,280.138096,150.311706,289.197369,33.745,38.083474
2021-11-02 16:00,471.405796,373.473726,89.748671,209.811866,343.184179,335.631443,134.377126,262.771072,22.558366,65.300812
2021-11-02 17:00,387.879006,340.528223,259.370433,130.143578,261.248153,336.794316,121.066653,281.307661,81.943341,83.578012
2021-11-02 18:00,413.606438,404.115137,262.402073,157.724224,243.24747,213.546803,185.366328,289.955833,70.994634,15.328033
2021-11-02 19:00,446.894922,412.480855,214.820218,155.727023,197.259706,203.06316,72.672791,361.740797,13.053659,20.391098
2021-11-02 20:00,423.169067,427.200167,119.76239,126.556474,122.00608,185.256018,151.560612,214.148979,33.08,42.038667
2021-11-02 21:00,362.774505,282.499392,126.949827,48.977556,106.4738,156.198353,68.751564,156.822359,0,8.021333
2021-11-02 22:00,269.55378,150.377119,67.101075,23.368065,159.630523,80.223143,76.787612,135.543972,0,0
2021-11-02 23:00,211.159083,174.458631,55.241712,0,59.423173,39.482674,23.728293,34.932739,0,17.26
2021-11-03 0:00,109.070532,99.731403,12.08277,0,27.183956,33.050385,20.07,31.117018,0,10.64
2021-11-03 1:00,64.77813,27.796667,8.185517,0,0.522759,11.792941,0,10.35,0,0
2021-11-03 2:00,59.770976,5.51,0,0,0,10.0625,0,28.881818,0,0
2021-11-03 3:00,24.618917,21.112195,8.29,0,0,19.5975,0,0.628182,0,0
2021-11-03 4:00,49.3906,42.116694,0,0,4.431748,5.49169,6.825366,0,0,11.464444
2021-11-03 5:00,128.309968,73.1501,9.03,0,35.249831,28.603127,10.664634,39.423421,0,20.145556
2021-11-03 6:00,171.944359,96.771932,27.772118,14.362571,126.68412,42.355183,15.097333,40.82581,5.019268,11.4
2021-11-03 7:00,229.287719,204.696123,143.252739,102.173603,183.923059,45.874571,41.082527,105.610055,36.779932,17.401034
2021-11-03 8:00,267.319087,245.12579,195.704091,95.780672,228.41441,187.822783,97.455559,139.016687,95.078849,42.773324
2021-11-03 9:00,481.802653,365.249255,261.451441,253.198874,204.788244,147.764424,142.798407,213.350374,65.807766,32.773022
2021-11-03 10:00,420.427695,440.484031,204.632539,196.453587,180.067484,138.818765,174.494903,240.861573,104.251609,68.232298
2021-11-03 11:00,371.400416,346.825477,206.41772,156.582919,184.115666,258.103926,62.347104,204.52843,48.583879,70.957333
2021-11-03 12:00,631.412543,322.306488,254.112391,143.385257,165.250057,208.823363,116.768194,265.766343,73.763907,129.147341
2021-11-03 13:00,455.072182,336.475256,295.207321,144.947228,279.087964,305.565512,144.966871,270.743145,48.086985,70.806179
2021-11-03 14:00,383.342169,438.474658,397.198002,237.882051,244.339625,305.676418,246.738535,221.566335,63.025313,70.886135
2021-11-03 15:00,406.258883,388.450133,260.715221,211.441001,225.714005,262.366172,197.419715,201.693629,84.245446,62.784232
2021-11-03 16:00,549.43583,341.419042,212.118343,248.733133,280.698479,347.673638,154.282268,269.221652,84.837179,31.939101
2021-11-03 17:00,662.734009,569.451677,227.938723,231.474867,229.791058,278.43206,143.866623,160.388144,138.489642,82.340478
2021-11-03 18:00,474.905421,376.174821,179.350955,132.688985,202.896757,366.351826,139.414752,225.80204,82.992176,58.942626
2021-11-03 19:00,510.961716,435.806242,106.13171,159.610386,174.09857,391.238357,85.947697,224.211529,30.975549,41.677384
2021-11-03 20:00,425.841775,357.116443,140.556226,56.495996,181.917679,216.115472,70.183347,103.29336,62.876732,75.369512
2021-11-03 21:00,371.107852,390.536039,155.35296,118.718869,159.712468,245.305971,111.145296,142.426923,8.135768,68.295942
2021-11-03 22:00,186.827088,158.826081,59.695793,31.95,103.704778,114.043572,23.86087,153.189871,0,44.045876
2021-11-03 23:00,156.987982,103.42063,2.581707,0,13.990667,51.004639,20.59,50.542165,0,0.548182
2021-11-04 0:00,101.275776,95.207561,22.441951,21.32881,28.947497,64.02219,7.81,40.420482,0,0
2021-11-04 1:00,62.298393,58.112699,11.078049,9.56119,23.722503,11.184146,0,3.139699,0,0
2021-11-04 2:00,13.973636,99.599301,0,0,0,7.562195,0,22.4094,0,0
2021-11-04 3:00,43.592753,10.104585,0,0,3.26,0,0,3.3056,0,0
2021-11-04 4:00,68.439914,38.282927,9.29,0,0,0,0,2.412963,0,0
2021-11-04 5:00,78.479185,46.620488,8.95,27.7,34.186071,0,13.110732,20.027037,0,0
2021-11-04 6:00,137.921846,36.897767,7.258333,0,39.802448,8.987274,14.799268,10.172,0,0
2021-11-04 7:00,303.277907,240.152986,59.524483,61.943236,108.214917,197.805143,51.295758,40.023484,21.733077,42.878145
2021-11-04 8:00,333.578035,327.645694,207.368966,151.592116,84.325585,179.321158,71.255492,150.161863,41.688992,50.58914
2021-11-04 9:00,521.48579,462.539756,202.917671,118.709551,300.779604,353.758897,96.37053,253.221006,44.160581,85.16862
2021-11-04 10:00,459.988018,201.887575,258.298236,155.788546,307.22565,318.726862,147.761763,230.041007,118.00735,112.771227
2021-11-04 11:00,568.485025,385.74791,269.730076,137.15958,244.103313,322.018619,139.058809,299.777607,68.626428,58.178528
2021-11-04 12:00,492.916576,442.231115,331.199129,222.405592,223.892783,274.516289,204.305982,236.454811,65.369633,178.539468
2021-11-04 13:00,494.223372,418.415817,348.996355,198.395825,281.31076,395.472066,209.032868,336.413232,90.363229,68.236485
2021-11-04 14:00,576.271633,267.782364,329.641967,271.133882,229.73702,433.621462,96.601019,198.595065,81.20742,55.589595
2021-11-04 15:00,659.096602,371.462875,282.675149,289.133522,264.45686,193.821036,162.144127,151.003158,123.401399,103.505221
2021-11-04 16:00,635.957182,495.645229,314.21994,206.064166,166.864148,298.955597,139.274064,323.316926,149.598476,80.929865
2021-11-04 17:00,704.758699,291.964153,153.113497,177.697221,227.975826,423.611911,155.000674,209.814042,103.601477,69.441364
2021-11-04 18:00,508.551178,425.053794,66.396179,202.801438,306.517255,368.876675,169.233654,197.442435,106.191938,97.747119
2021-11-04 19:00,538.160725,407.767422,148.659887,93.399284,185.727158,270.841035,142.319978,304.891573,80.154774,21.920344
2021-11-04 20:00,409.260768,206.428137,72.867263,36.193461,157.733108,179.328912,117.222365,218.546936,52.835226,27.182211
2021-11-04 21:00,339.853579,256.74536,109.323174,33.578149,107.060607,176.245238,160.433911,135.509306,4.67,57.432941
2021-11-04 22:00,278.892004,205.23761,145.842986,27.964431,186.190517,205.239969,66.299006,131.818462,0,37.265539
2021-11-04 23:00,150.722204,110.488642,57.256709,22.409333,165.109559,85.468525,20.34,71.48819,0,25.504186
2021-11-05 0:00,103.856682,87.391554,30.72,40.410667,31.675091,89.026471,32.21,33.044025,0,0
2021-11-05 1:00,51.10781,38.394409,7.040968,0,63.184939,32.173529,0,1.041538,0,6.236829
2021-11-05 2:00,36.355296,41.056809,19.709032,0,27.034726,0,10.634545,27.98535,0,13.433171
2021-11-05 3:00,43.721459,29.959569,0,0,25.978722,46.067282,3.305455,31.04465,0,0
2021-11-05 4:00,43.969863,49.430488,0,0,0,7.262718,16.469545,0,0,0
2021-11-05 5:00,88.333194,64.743755,33.411656,1.016774,49.750467,4.058537,15.654509,41.013636,6.91,0
2021-11-05 6:00,126.447892,96.740009,86.319768,41.263226,109.72996,32.826463,29.543751,84.348645,19.890244,0.192564
2021-11-05 7:00,292.703374,263.603412,186.59215,72.948939,98.113564,89.559342,56.553485,146.765571,3.409756,7.317436
2021-11-05 8:00,444.052863,352.754855,275.934101,119.785735,136.856362,185.910553,164.376159,206.262986,85.926454,4.14
2021-11-05 9:00,601.306549,429.289906,279.464789,189.748205,141.372143,182.489251,113.879107,192.932217,117.445361,31.762927
2021-11-05 10:00,500.159591,339.408105,265.476719,129.452174,110.498148,190.931277,80.512889,221.166038,103.883581,28.977073
2021-11-05 11:00,397.365192,354.791454,289.848177,209.315292,199.250464,332.701779,95.434284,313.773402,51.788872,44.11
2021-11-05 12:00,538.592547,369.525928,240.014373,210.220017,257.421385,327.885143,160.069066,364.368141,88.62086,59.614545
2021-11-05 13:00,380.988512,383.259157,324.377851,240.5291,281.377951,368.317156,165.935906,324.532194,113.853374,65.774788
2021-11-05 14:00,449.499266,315.504067,114.785703,164.47951,163.407335,259.825187,191.450724,234.004723,127.461864,58.239767
2021-11-05 15:00,601.354716,392.972298,246.279818,191.107416,217.415817,262.992208,248.02495,255.562362,27.738206,76.960117
2021-11-05 16:00,596.342067,391.994077,233.057844,172.747695,336.029064,384.953322,272.402744,395.889992,87.759384,63.397968
2021-11-05 17:00,667.416304,409.370478,254.592747,135.345953,325.955114,245.169338,149.40768,434.883908,82.945632,49.818361
2021-11-05 18:00,508.889196,299.670355,202.056147,121.349273,175.862014,416.423967,59.088982,317.737839,78.457469,67.793613
2021-11-05 19:00,574.689206,482.513676,150.34148,173.699733,136.816252,211.720032,66.177906,222.522798,4.17561,14.200841
2021-11-05 20:00,372.592446,438.564308,125.624859,109.154493,239.604065,229.340237,157.206589,291.200004,2.675122,26.16
2021-11-05 21:00,481.968026,236.999354,86.765066,38.776466,139.104321,174.213612,87.157522,240.848262,34.124878,0
2021-11-05 22:00,373.386728,144.763168,162.74124,61.201037,73.913,112.070932,88.114203,189.413844,0,0
2021-11-05 23:00,85.460865,149.537101,45.835513,7.208963,74.131211,68.985812,6.97,30.030976,0,0
