,Zone0,Zone1,Zone2,Zone3,Zone4,Zone5,Zone6,Zone7,Zone8,Zone9
2021-01-01 0:00,43.170488,1.433659,6.448861,0,0,72.230136,9.37,0,0,0
2021-01-01 1:00,16.829512,27.956341,27.637975,0,28.59,20.375565,0,16.03,0,0
2021-01-01 2:00,10.5,27.361163,11.653165,0,14.121905,10.110732,0,0,20.19,0
2021-01-01 3:00,76.601475,39.548558,0,0,12.838095,0,0,15.521111,20.92,0
2021-01-01 4:00,58.208525,41.385645,0,0,0,0,10.06,36.716616,16.18,0
2021-01-01 5:00,9.696579,18.294634,0,0,0,11.627778,0,22.214018,0,0
2021-01-01 6:00,30.284063,10.806486,4.09,7.746064,4.33,13.869716,26.584945,22.634596,8.060294,0
2021-01-01 7:00,61.245934,60.565175,6.25,42.349305,13.463415,56.62919,22.665055,31.719812,56.853992,0
2021-01-01 8:00,176.096702,137.399566,44.352599,74.393403,112.925307,60.359414,21.94754,49.465955,43.996169,0
2021-01-01 9:00,226.738893,187.578825,96.019567,34.021228,80.392884,53.584584,84.001008,119.645079,35.767965,38.668571
2021-01-01 10:00,262.279876,354.361744,114.896379,47.63851,148.825632,166.370408,87.4216,149.043993,64.209848,28.935546
2021-01-01 11:00,398.949092,337.523664,117.730707,100.229849,256.205171,146.502322,125.129079,121.862921,80.926899,33.042263
2021-01-01 12:00,307.214606,292.124232,127.238256,128.153247,195.375396,187.231221,196.828589,168.460869,92.266396,95.54013
2021-01-01 13:00,378.99171,277.426215,157.351771,176.095141,188.338626,199.939591,145.047646,172.515097,76.480623,76.392822
2021-01-01 14:00,406.453399,309.289128,168.762732,105.962125,211.354395,205.836736,110.286267,196.857529,89.512372,52.155306
2021-01-01 15:00,363.47487,385.759817,202.388352,117.868054,161.061444,325.902526,125.748752,265.504904,98.829227,35.018694
2021-01-01 16:00,426.139815,351.097346,235.744602,120.672216,140.186484,301.607414,88.067508,264.379553,72.685586,63.274215
2021-01-01 17:00,482.491106,253.687523,88.117797,175.156603,199.72312,201.336977,49.037723,213.745836,75.629397,68.351876
2021-01-01 18:00,361.88044,230.980274,54.518091,162.278754,120.743615,63.351579,101.696521,135.004254,18.441231,25.183758
2021-01-01 19:00,295.200975,240.26848,86.491755,111.499745,117.873056,97.137073,43.707768,82.463061,19.03,76.129318
2021-01-01 20:00,117.119079,203.900115,141.561677,29.607008,123.123423,66.708614,23.78176,109.206162,10.078212,18.8575
2021-01-01 21:00,156.635568,230.588367,132.738977,70.530554,73.034288,94.160464,82.772946,101.04227,40.994228,12.27
2021-01-01 22:00,226.515054,110.495518,27.642347,22.979592,90.769346,14.814394,31.693831,37.014864,58.053877,2.1
2021-01-01 23:00,179.177877,59.656598,23.436098,17.888605,36.374398,40.921087,15.031463,33.3115,5.793684,0
2021-01-02 0:00,128.09302,38.163467,33.212838,0,0,38.618913,0,4.460488,0,0
2021-01-02 1:00,14.681342,8.659459,14.265455,12.11,0,5.84,0,22.220976,0,0
2021-01-02 2:00,33.808,26.18,0,0,0,0,35.85,3.298537,15.58,0
2021-01-02 3:00,72.349253,1.591176,0,0,11.99,0,0,20.577727,4.944634,0
2021-01-02 4:00,58.133273,3.818824,0,0.8465,0,0,22.925339,6.052273,17.515366,0
2021-01-02 5:00,6.309474,5.88,0,12.6975,10.231071,0,29.069492,1.299231,0,0
2021-01-02 6:00,67.326098,2.31,0,9.505821,3.021855,12.87,37.215169,11.891003,3.26,0
2021-01-02 7:00,139.018895,72.21415,18.942658,26.023727,16.528762,28.707847,0,42.929004,0,0
2021-01-02 8:00,128.933704,136.70291,50.990835,82.612601,87.511907,106.51975,25.285,87.411523,21.51598,0
2021-01-02 9:00,277.07161,180.739524,93.806348,74.438633,121.226348,228.392917,38.74835,99.895124,73.757993,26.73087
2021-01-02 10:00,351.180941,244.713303,116.484264,52.674291,106.421635,193.96489,86.206399,122.927776,34.062827,15.952609
2021-01-02 11:00,306.282156,214.964639,157.325424,39.211834,164.480097,177.722377,106.177861,171.228608,123.496573,18.080475
2021-01-02 12:00,326.871124,268.691371,168.536609,100.111206,212.053839,163.36513,74.908845,183.010171,88.14205,26.902449
2021-01-02 13:00,438.263633,257.711477,211.545789,134.822039,302.71862,278.393179,91.276501,180.459864,60.267701,41.563597
2021-01-02 14:00,393.600683,513.784108,150.787114,161.413116,251.509147,223.767838,84.136181,158.37805,50.441122,16.624284
2021-01-02 15:00,431.204879,330.488753,175.290969,110.710177,316.600217,191.362671,85.907174,145.859699,118.670718,38.026242
2021-01-02 16:00,382.314194,323.993653,139.21136,132.916153,231.509926,167.02701,166.603446,236.716983,113.035036,66.185918
2021-01-02 17:00,394.665477,261.937804,156.433782,199.287004,289.857236,166.498157,119.910659,223.950642,83.228798,10.345431
2021-01-02 18:00,304.392758,300.535026,107.236143,46.623054,212.032891,122.298638,118.905997,196.599364,67.5173,13.529716
2021-01-02 19:00,194.331089,204.850856,59.527132,11.636341,188.408677,78.638703,73.91336,216.116653,3.043902,52.602336
2021-01-02 20:00,211.05458,217.560951,127.094276,12.888387,173.422429,67.888661,97.231357,200.784103,62.77,35.446073
2021-01-02 21:00,219.581594,86.666922,93.285884,10.251613,213.727052,51.526605,47.524661,143.819615,0,38.312381
2021-01-02 22:00,152.03897,106.644553,86.291413,0.839286,106.698265,60.365895,68.200267,116.480587,31.355517,9.167619
2021-01-02 23:00,101.57253,34.941164,19.220989,15.756868,94.287167,27.547782,94.747222,35.102,14.434483,19.58
2021-01-03 0:00,96.388904,56.337032,78.778125,32.313846,50.747493,23.421951,39.976721,0,0,0
2021-01-03 1:00,43.781225,22.091803,6.930886,0,8.125366,7.51,12.934091,0,10.662857,0
2021-01-03 2:00,2.834957,22.4,0,0,0,0,3.325909,17.320421,18.110868,13.888421
2021-01-03 3:00,30.502069,0,0,0,0,11.8,0,14.14592,23.426275,8.101579
2021-01-03 4:00,9.7887,1.085366,0,0,0,11.916667,0,12.223659,6.945122,0
2021-01-03 5:00,14.573516,20.523659,0,0,0,10.440833,21.049412,11.04,9.804878,13.86
2021-01-03 6:00,73.358885,22.338976,17.29,7.556604,6.975,54.861591,8.770588,18.727932,0,0
2021-01-03 7:00,83.317112,13.243331,17.629152,30.182032,28.346479,58.326067,35.823256,89.977522,6.683333,0
2021-01-03 8:00,137.704212,169.625455,75.307793,32.905508,143.880516,89.195167,12.979821,69.433682,13.366667,0
2021-01-03 9:00,235.30814,214.316843,135.253768,32.259996,116.090428,131.71482,58.991451,116.631398,54.143577,5.2
2021-01-03 10:00,264.924796,204.637906,79.90708,71.440888,128.940153,147.274477,55.872272,166.476741,23.619756,43.665073
2021-01-03 11:00,235.443664,269.314149,114.421156,86.530652,127.510272,178.685162,44.434672,167.981605,25.287388,44.967366
2021-01-03 12:00,319.807757,208.79041,75.372141,133.129883,295.590463,142.441597,134.738064,100.491081,100.91355,52.117561
2021-01-03 13:00,396.356469,193.434725,259.146195,235.249274,324.179307,239.61612,110.489825,203.331509,76.896554,48.326744
2021-01-03 14:00,403.626931,279.839524,171.428582,115.02361,227.155971,368.437963,99.940418,157.693361,47.977828,54.853256
2021-01-03 15:00,440.595433,274.270532,156.944748,155.392411,236.735852,285.54644,153.493279,196.845164,104.22338,11.005332
2021-01-03 16:00,505.91382,346.502724,149.079729,111.30413,220.670008,194.783231,162.297321,213.740935,70.237597,27.980606
2021-01-03 17:00,454.839648,461.716036,116.206469,138.918853,268.066065,141.813423,146.261955,286.248133,36.522369,6.014062
2021-01-03 18:00,387.19561,426.9518,123.88247,53.004878,248.863632,187.813573,108.514768,143.964555,52.344364,12.91697
2021-01-03 19:00,236.212449,441.540254,49.004345,15.16128,197.393343,155.814355,48.32459,69.668989,42.302905,21.88303
2021-01-03 20:00,222.403808,252.324403,86.746374,47.578537,181.98028,41.838969,95.512167,55.65063,1.170732,12.533182
2021-01-03 21:00,197.932855,173.114888,94.922424,78.534825,150.897547,85.225103,39.086143,68.895182,0,9.166193
2021-01-03 22:00,128.353807,121.231862,65.434959,60.788403,91.481492,69.593331,13.445085,15.764436,25.123902,7.340625
2021-01-03 23:00,69.800318,73.914863,29.812617,11.788235,125.286497,39.790609,24.764746,93.142997,2.716098,0
2021-01-04 0:00,77.213645,45.664776,3.012308,0,97.408338,23.290502,6.550169,14.454146,0,0
2021-01-04 1:00,65.427394,20.440018,5.307692,0,17.726993,6.123333,0,44.152973,0,0
2021-01-04 2:00,86.541512,8.4075,0,0,18.661364,6.175,0,10.527027,0,0
2021-01-04 3:00,31.077449,22.638745,0,0,12.93,15.811667,0,0,0,0
2021-01-04 4:00,0,27.343021,0,0,0,5.305714,16.306829,0,15.43,0
2021-01-04 5:00,2.028293,29.515261,18.356586,0,18.147369,30.357352,28.38416,14.611729,15.7,0
2021-01-04 6:00,26.538437,30.672746,51.519191,6.6525,51.386227,36.934149,8.789011,47.935487,13.057333,0
2021-01-04 7:00,112.604522,64.681538,35.243533,11.923514,91.242868,56.085261,22,33.042177,9.610902,0
2021-01-04 8:00,228.335827,205.752089,18.000002,69.625887,134.155134,122.392039,46.819997,81.241489,26.039672,0
2021-01-04 9:00,359.099379,372.388516,94.79414,91.892591,196.818168,82.816973,109.573573,173.172041,20.3,16.9
2021-01-04 10:00,412.284581,169.056083,94.080348,66.81994,92.929647,143.791927,156.096856,147.332359,35.536922,19.38
2021-01-04 11:00,386.650672,236.284051,208.766684,87.97622,98.114556,135.192509,93.315184,212.007652,50.036665,6.190505
2021-01-04 12:00,437.363141,267.128788,137.115514,88.570079,150.383303,235.362092,38.883621,153.176283,52.202689,37.229495
2021-01-04 13:00,462.325477,211.470788,147.190679,146.267321,203.502813,228.001034,187.626351,126.650812,121.754309,40.651873
2021-01-04 14:00,422.580404,242.06302,96.702845,129.911638,185.443962,202.191421,118.026577,79.163608,87.111796,69.717466
2021-01-04 15:00,293.669453,293.009319,173.265708,118.724516,145.92528,281.328676,115.464048,180.548001,78.940347,29.900661
2021-01-04 16:00,388.656771,380.199319,184.269598,97.229406,248.942047,233.255534,101.107302,138.605015,62.075951,14.880976
2021-01-04 17:00,321.51993,415.201285,192.549042,62.175742,283.926946,206.93183,157.972787,236.096043,84.138599,6.909024
2021-01-04 18:00,455.47843,352.578253,147.654746,39.287054,203.808875,182.34576,86.658339,153.043089,77.354816,41.538333
2021-01-04 19:00,334.83284,304.064266,180.2627,72.763592,151.588735,82.102685,37.86158,165.636875,32.68,35.263485
2021-01-04 20:00,313.624879,201.525011,98.270982,0,295.715724,83.922622,78.12486,85.571715,14.720909,15.818182
2021-01-04 21:00,186.724398,134.144955,80.40348,7.82,223.768784,67.159923,91.267814,66.053125,51.739091,0
2021-01-04 22:00,148.623332,109.55706,68.974922,28.68,97.8788,20.9425,20.317633,64.842215,0,0
2021-01-04 23:00,103.054022,152.6343,10.255811,0,55.428658,17.13,5.443478,51.848889,0,0
2021-01-05 0:00,102.35885,49.158827,18.064599,0,37.545764,0,0,53.923119,0,0
2021-01-05 1:00,2.596364,40.390105,5.608889,0,29.486145,0,0,13.048276,0,0
2021-01-05 2:00,22.74,27.922583,0,0,21.250196,0,24.956881,9.695455,0,0
2021-01-05 3:00,0,16.77507,0,0,8.897143,19.92,24.503119,2.154545,0,0
2021-01-05 4:00,0,3.105,0,0,8.402857,17.788436,2.29,0,0,0
2021-01-05 5:00,74.649797,22.206695,0,0,34.445373,17.071564,0,10.56,11.196686,0
2021-01-05 6:00,121.969046,39.445842,46.904615,3.058095,37.884627,38.226505,6.52,11.205,17.733314,0
2021-01-05 7:00,81.708645,139.110533,16.017256,48.289105,18.257234,19.868323,10.01,11.523704,9.662222,24.456667
2021-01-05 8:00,174.241181,175.810171,63.584329,23.247244,97.028221,130.364146,72.409163,59.020221,8.63559,33.213333
2021-01-05 9:00,382.569549,388.211962,107.809981,78.501384,108.495988,89.818883,100.778056,143.953095,41.007797,0
2021-01-05 10:00,285.166797,352.720664,74.031451,94.250113,156.809445,95.648923,93.235807,112.87795,31.109756,4.234146
2021-01-05 11:00,312.021716,288.562186,145.947629,124.636745,240.174329,125.103054,62.916266,194.233398,74.455666,4.827729
2021-01-05 12:00,313.614065,310.713381,242.836419,153.157645,315.01917,153.43569,116.986828,146.765005,108.793973,30.724792
2021-01-05 13:00,353.396422,338.678635,174.106152,171.976637,152.854534,202.457588,148.728641,272.595113,87.489873,66.177054
2021-01-05 14:00,475.265711,248.033846,118.785231,169.440398,209.832744,135.640698,104.339582,277.88364,38.965122,47.50628
2021-01-05 15:00,419.101242,314.092796,92.223967,79.613738,158.864411,141.962924,85.766587,173.867864,32.30219,50.1
2021-01-05 16:00,430.221909,262.96454,213.095565,47.417583,182.965478,200.10164,57.272384,181.867671,58.069667,24.750426
2021-01-05 17:00,387.15691,350.867622,209.256322,161.519154,355.060753,184.638173,110.08778,183.916439,26.638143,24.437258
2021-01-05 18:00,423.797434,304.343423,140.118757,136.062157,278.869487,191.876346,157.794452,251.981697,52.686341,104.581408
2021-01-05 19:00,317.006025,293.881433,96.332814,33.526101,251.284619,189.066511,78.574162,105.504051,5.453659,18.455299
2021-01-05 20:00,249.627369,225.243724,81.724355,79.941919,203.127168,59.638424,68.321414,59.251854,44.79339,10.364181
2021-01-05 21:00,227.390668,195.86626,74.731571,42.20198,106.78836,24.430672,46.467766,133.961902,37.57661,35.04899
2021-01-05 22:00,183.027274,127.48062,60.168585,34.879091,158.937549,100.390927,45.668507,78.479889,63.751667,5.352439
2021-01-05 23:00,261.404357,40.287199,31.135466,25.800909,56.150056,47.77025,44.795531,51.441504,4.608333,16
2021-01-06 0:00,90.38637,87.528012,62.049534,0,31.684955,33.93032,19.447073,0,0,0
2021-01-06 1:00,37.204174,59.314456,0,0,13.6155,12,0,7,0,0
2021-01-06 2:00,34.683342,0,0,0,0,18.504,0,0,0,0
2021-01-06 3:00,0,5.973333,0,0,3.427941,2.436,0,0,0,0
2021-01-06 4:00,8.044878,57.677754,0,0,19.047181,1.038378,3.495294,4.726364,0,0
2021-01-06 5:00,26.553861,57.944137,19.63,0,6.084878,22.462202,26.214706,13.707051,0,0
2021-01-06 6:00,105.919984,27.276829,0,7.954615,33.744688,60.26942,23.75875,12.860732,0,0
2021-01-06 7:00,155.03736,56.624257,17.697419,31.371066,59.733985,51.120244,31.548811,35.600692,25.973902,0
2021-01-06 8:00,262.553642,217.7381,101.865839,81.894275,195.314665,142.165493,33.949826,51.05559,85.861759,2.97
2021-01-06 9:00,297.24749,296.27084,221.243743,101.233556,157.046239,231.980637,74.274577,132.518954,90.991323,14.42372
2021-01-06 10:00,315.681226,352.974067,109.115719,109.104629,139.534974,141.599035,76.076812,116.352546,53.608858,90.055465
2021-01-06 11:00,399.959487,320.708361,53.799328,103.417112,233.166597,126.623721,121.150425,116.523605,75.472124,36.568016
2021-01-06 12:00,343.598895,263.35374,228.018885,229.866153,219.19496,193.021592,160.831425,123.565072,68.314804,43.3428
2021-01-06 13:00,328.70553,335.334329,276.006371,135.146086,267.320351,196.073215,106.971354,113.273626,136.479512,8.79
2021-01-06 14:00,320.058817,279.434178,127.509175,212.983617,173.255211,158.486543,123.064479,60.335513,120.704058,32.747869
2021-01-06 15:00,374.005866,343.737119,194.851742,114.600241,178.609788,107.165834,83.839073,138.306872,14.733659,76.088068
2021-01-06 16:00,387.551527,302.238021,184.263047,128.478582,215.469039,185.686817,108.072664,245.569831,61.618293,12.834062
2021-01-06 17:00,375.232174,274.698939,184.651864,185.528441,217.127706,345.633224,118.409345,149.662827,23.301707,40.987143
2021-01-06 18:00,480.853208,292.848389,214.781472,138.283535,272.006146,233.621804,93.157232,218.553871,21.262927,5.692857
2021-01-06 19:00,382.452269,301.441775,122.072162,65.588192,236.537217,75.065392,55.715228,144.585951,53.524916,21.84
2021-01-06 20:00,250.560521,274.808639,80.249387,74.141952,128.521275,99.792232,38.79917,76.95442,40.122157,0
2021-01-06 21:00,183.023384,180.09916,71.538711,42.647947,158.654437,134.765195,45.084317,92.635169,8.24,0
2021-01-06 22:00,113.862481,171.922862,56.017877,7.616,147.426886,75.32551,39.104072,71.407112,0,6.68
2021-01-06 23:00,129.023606,117.695961,45.377584,8.184,56.443298,4.813512,34.737076,27.461821,0,17.299756
2021-01-07 0:00,21.356425,68.385711,21.165389,0,13.452537,1.947222,6.195366,19.622383,0,13.010244
2021-01-07 1:00,19.704292,25.5625,26.841065,0,0,19.292778,0,0,17.073171,0
2021-01-07 2:00,49.992833,0,0.43322,0,0,0,0,10.554884,23.536829,0
2021-01-07 3:00,17.780244,0,0,0,0,0,0,36.602389,2.504091,0
2021-01-07 4:00,2.11,0,0,0,0,0,0,0.992727,5.365909,0
2021-01-07 5:00,12.688387,40.747359,0,0,7.089778,0,0,0,0,0
2021-01-07 6:00,24.392382,40.719574,37.523105,0,32.633556,0,0,23.244021,0,0
2021-01-07 7:00,52.590037,22.613067,3.296895,0,19.766667,39.235564,9.551905,55.853671,0,0
2021-01-07 8:00,229.948028,128.030255,47.907246,24.732118,8.704447,98.065355,25.118095,24.375035,2.707857,32.097364
2021-01-07 9:00,188.886034,181.875507,71.093046,44.872428,33.839946,88.609734,25.976667,68.006309,3.982143,22.932636
2021-01-07 10:00,274.950023,171.392351,48.338001,63.488755,76.348484,76.375812,18.733333,51.508137,0.923077,9.515
2021-01-07 11:00,164.491586,104.339088,21.282998,88.093003,76.038252,114.775145,33.447561,86.051945,36.267136,7.785
2021-01-07 12:00,123.010513,131.687856,57.439543,47.712527,136.247179,161.557917,73.599196,130.675219,16.512924,8.572528
2021-01-07 13:00,195.042188,173.278267,116.348028,102.616244,64.796109,173.460447,116.334367,148.520127,47.15634,35.177472
2021-01-07 14:00,258.389593,230.382875,127.607016,92.937466,102.825777,122.137509,123.795816,201.410291,58.850151,28.05357
2021-01-07 15:00,239.421754,212.160052,108.593629,134.401519,98.872342,86.850857,45.733363,117.155118,43.800372,52.716478
2021-01-07 16:00,266.187985,246.334324,137.682771,29.875941,155.384955,139.049311,11.879013,72.610127,0.85,44.109952
2021-01-07 17:00,221.482174,265.874531,56.781624,64.191284,172.287954,168.499466,22.130684,129.013817,6.782653,3.284878
2021-01-07 18:00,136.293564,193.996312,11.726098,47.180135,122.042384,44.234726,12,135.874209,14.179388,32.415122
2021-01-07 19:00,113.698528,165.592135,4.26,33.027556,143.125365,62.261598,0,108.03287,2.264626,19.960356
2021-01-07 20:00,149.028252,142.524523,0.378696,33.351026,72.331072,64.908558,14.17,72.209104,5.133333,12.139644
2021-01-07 21:00,161.96966,55.329384,27.769683,0,45.938113,53.280273,5.70541,9.258537,0,0
2021-01-07 22:00,53.089311,54.190028,12.736138,6.3,57.355714,36.327727,26.76459,0.231463,0,0
2021-01-07 23:00,37.45,25.479512,9.295484,0,11.959565,21.226415,0,0,0,0
2021-01-08 0:00,21.594878,0,0,0,65.653389,1.273585,0,0,0,0
2021-01-08 1:00,31.687014,0,0,0,17.758951,0,0,23.445366,0,1.978049
2021-01-08 2:00,30.785544,0,0,0,0,0,0,26.841951,0,19.586585
2021-01-08 3:00,18.132564,0,0,0,0,0,0,1.542683,0,7.545366
2021-01-08 4:00,0,19.119233,0,0,8.683659,0,0,0,0,0
2021-01-08 5:00,13.593833,41.69082,0,0,11.027317,0,0,0,0,16.15
2021-01-08 6:00,62.978098,14.879947,3.785,0,3.599024,0,0,0,0,7.99
2021-01-08 7:00,69.254885,3.882667,11.355,0,20.042243,26.082202,20.2,1.336667,0,0
2021-01-08 8:00,93.020473,51.619733,0,8.985,51.417914,68.852399,0,28.909741,4.90313,4.852683
2021-01-08 9:00,190.538711,110.247699,13.280588,19.660296,51.565354,44.685399,47.423831,71.253945,28.057289,11.727317
2021-01-08 10:00,175.496887,144.971307,20.844509,23.754704,93.05063,22.902207,68.170316,73.292,26.078418,0
2021-01-08 11:00,216.133583,140.464716,74.423361,8.65,121.889992,103.536404,42.122019,99.187204,21.351163,0
2021-01-08 12:00,197.904267,109.523593,30.024273,86.579058,202.460985,130.881036,39.81925,113.909841,13.57119,21.033571
2021-01-08 13:00,207.348154,212.425204,143.629555,78.577177,118.207835,190.462607,115.447458,92.991723,9.501249,21.626429
2021-01-08 14:00,240.825077,189.377027,98.637637,45.731265,67.871357,64.476106,107.420631,149.9603,35.198149,52.497857
2021-01-08 15:00,235.176536,225.139387,57.416297,82.170752,124.799932,69.205357,119.319238,185.823333,39.900143,18.137343
2021-01-08 16:00,227.959115,246.756133,16.02378,68.886725,157.710242,68.894313,42.345458,184.048996,13.807782,21.1448
2021-01-08 17:00,143.881795,227.157979,37.09,18.975932,94.994037,56.558899,29.80976,58.610184,47.921486,21.508387
2021-01-08 18:00,233.154978,113.262628,35.75,14.424836,116.551617,50.359517,40.572595,92.33663,0,12.249889
2021-01-08 19:00,91.365122,49.057976,60.894654,0.624255,62.493577,22.733554,25.952615,64.730248,0,6.251724
2021-01-08 20:00,67.535125,25.379612,26.147846,0,38.524543,19.692683,6.166829,92.305011,0,12.13
2021-01-08 21:00,32.927079,41.804291,25.304079,0,29.969743,35.907317,24.491864,27.123325,0,0
2021-01-08 22:00,43.149758,63.811207,17.736278,0,50.191429,23.349333,43.638136,17.653961,0,0
2021-01-08 23:00,19.150977,39.226842,10.037143,0,8.748571,47.656,0,23.87689,0,0
2021-01-09 0:00,27.055545,9.828618,5.66,0,0,14.314667,0,14.58,0,0
2021-01-09 1:00,0,22.879061,6.01,0,0,0,0,0,0,0
2021-01-09 2:00,0,6.892321,0,10.51,0,0,0,15,0,0
2021-01-09 3:00,0,9.569756,0,0,22.732727,0,0,0,0,0
2021-01-09 4:00,0,6.313902,0,0,31.321419,28.45,0,0,0,0
2021-01-09 5:00,3.634054,19.932927,0,0,20.881568,11.462955,0,16.93,0,0
2021-01-09 6:00,11.305946,9.363415,44.72,0,25.383963,26.417045,0,6.922558,0,5.012195
2021-01-09 7:00,16.684405,26.855203,13.32,0,25.500323,5.195122,2.808837,26.420254,2.784865,15.537805
2021-01-09 8:00,84.963126,34.423686,5.607692,0,9.751802,12.554878,12.659943,12.726447,19.681802,0
2021-01-09 9:00,230.677892,71.527536,2.492308,10.079535,38.005678,0.264921,24.45872,55.578662,15.493333,9.955
2021-01-09 10:00,210.845479,195.541388,21.136468,29.410465,134.409623,82.824348,26.263487,70.86303,7.601739,46.881
2021-01-09 11:00,176.85763,287.514269,64.536158,24.606364,110.677015,64.207848,76.672319,98.999686,36.078261,2.604
2021-01-09 12:00,156.681699,220.160321,65.804647,48.886655,113.741084,28.790146,79.570981,93.688048,19.19,32.154146
2021-01-09 13:00,210.652521,270.682314,93.266924,86.357767,122.019855,92.488998,43.108379,90.997889,21.8,16.395187
2021-01-09 14:00,243.470575,151.87044,60.301999,80.853426,109.215672,99.269287,88.717886,118.474701,16.01,49.447854
2021-01-09 15:00,250.319672,223.341936,65.330205,60.947322,139.007736,117.477488,41.415476,112.159287,9.7125,23.432813
2021-01-09 16:00,172.461216,252.433635,71.222294,55.453355,110.847749,89.705319,57.455185,63.352289,8.1375,0
2021-01-09 17:00,105.226043,221.640664,50.259109,32.879523,129.487731,45.574339,120.978415,47.047148,0,20.320909
2021-01-09 18:00,166.839094,105.577724,67.782195,15.385588,143.175241,83.098539,102.831059,107.963827,0,6.689091
2021-01-09 19:00,121.806205,84.656704,16.39,8.914913,123.995993,62.568768,45.779313,50.935116,0,0
2021-01-09 20:00,27.388482,96.043065,24.153077,45.51986,69.20654,81.391675,0,17.771057,0,12
2021-01-09 21:00,39.729864,35.130523,11.005216,5.825227,61.814763,68.84104,18.08,0,0,0
2021-01-09 22:00,41.205002,63.752866,36.089207,0,36.362684,20.067285,0,20.400488,0,0
2021-01-09 23:00,13.801095,27.883725,21.5725,0,37.597239,32.787895,4.218077,20.619512,0,0
2021-01-10 0:00,33.495933,0,0.991429,0,7.763595,11.032105,50.201679,0,0,0
2021-01-10 1:00,29.094067,16.86,12.888571,0,0,0,2.990244,0,0,0
2021-01-10 2:00,9.02,18.21,0,0,0,0,17.45,0,0,0
2021-01-10 3:00,14.811158,29.18,0,0,0,0,0,0,0,0
2021-01-10 4:00,14.808842,0,0,0,0,0,0,15.317045,0,0
2021-01-10 5:00,21.3,0,0,0,0,15.441463,0,9.496288,37.97,0
2021-01-10 6:00,0,14.668605,0,7.82,10.9725,16.824146,0,2.766667,0,0
2021-01-10 7:00,0,37.925976,5.157692,0,19.3175,32.678107,19.520488,8,13.696557,24.83
2021-01-10 8:00,28.865274,63.902767,8.252308,0,64.319294,17.919074,38.779739,24.09,15.113443,4.92
2021-01-10 9:00,213.332898,149.6199,7.053659,12.203487,65.576843,46.71003,44.476846,47.200625,0,0
2021-01-10 10:00,221.737992,203.061014,25.356098,49.676513,109.656887,58.997936,24.44487,59.314253,12.533636,8.25
2021-01-10 11:00,239.555769,177.396587,69.206529,77.91201,155.414295,127.380397,88.936271,38.484992,17.462159,18.31
2021-01-10 12:00,267.242028,154.540899,82.697613,53.974946,147.792258,76.490962,82.26876,136.98723,17.094205,22.536897
2021-01-10 13:00,226.7749,276.995211,64.042838,25.320209,209.117891,129.507474,45.38742,130.006732,28.877297,24.906058
2021-01-10 14:00,346.076963,350.858843,125.870183,95.235509,154.680336,134.844419,62.000406,106.0291,20.934294,65.308365
2021-01-10 15:00,571.169537,217.004443,77.627463,153.109372,145.502351,123.254687,71.667837,121.174312,40.415076,66.336415
2021-01-10 16:00,373.564902,208.989921,122.856126,79.31257,136.760374,199.21119,73.924415,202.478221,1.693333,60.490862
2021-01-10 17:00,346.993916,263.309242,173.126514,80.054551,149.514953,149.69501,56.753015,188.209868,5.66,4.821402
2021-01-10 18:00,378.997671,183.397622,70.06688,41.239671,166.052952,124.951135,16.559932,98.709911,5.885,15.897436
2021-01-10 19:00,266.18115,137.252218,63.257451,35.139302,70.804479,122.313658,18.249143,57.244756,9.709878,19.312564
2021-01-10 20:00,119.570675,145.953631,66.64183,35.702269,42.989455,80.528661,9.710857,65.916376,29.135122,14.686364
2021-01-10 21:00,159.473716,138.412711,28.756817,21.916177,81.123832,62.726212,9.56,87.999179,0,17.10697
2021-01-10 22:00,187.864747,124.633606,3.89,17.183415,55.565578,67.799942,32.633659,11.183469,0,2.166667
2021-01-10 23:00,25.663762,31.807801,19.01,0,43.680347,47.342888,15.926341,14.122226,0,8.740976
2021-01-11 0:00,41.159466,19.63,17.431833,0,29.142544,15.112609,0,16.29875,0,24.619756
2021-01-11 1:00,30.879016,24.546037,8.078167,0,38.225333,0,0,0,0,2.769268
2021-01-11 2:00,21.229213,68.428354,0,0,0,23.23,0,0,0,0
2021-01-11 3:00,7.076404,21.24439,0,0,19.790658,0,0,15.78973,0,0
2021-01-11 4:00,23.388415,25.48122,0,0,15.989342,0,0,32.253127,10.88,0
2021-01-11 5:00,22.621585,23.51422,0,0,15.12,0,0,8.207143,0,0
2021-01-11 6:00,38.127999,31.842853,0,0,16.901,49.220111,0,0,0,0
2021-01-11 7:00,79.062441,52.720427,24.39549,4.552968,54.177388,54.871694,0,8.629351,0,0
2021-01-11 8:00,154.910439,131.989064,35.913568,127.387398,68.077241,39.392741,54.666667,63.796041,37.59444,0
2021-01-11 9:00,265.711963,279.237698,148.626442,49.795621,133.232664,122.976817,27.870933,132.03114,74.389651,21.899333
2021-01-11 10:00,324.473455,267.06474,191.492266,87.258501,76.43533,158.360212,56.144691,135.177115,20.083344,32.80358
2021-01-11 11:00,497.942444,202.004816,155.204667,190.278619,219.540209,139.073717,90.424133,168.958694,51.86037,38.713322
2021-01-11 12:00,406.905684,393.939299,184.019141,104.683762,213.524773,226.43306,105.647811,181.129022,83.993317,13.773765
2021-01-11 13:00,491.645905,410.124048,185.701106,177.902061,185.774536,259.372726,78.301576,162.823873,76.883134,54.583723
