구분,고급휘발유,보통휘발유,자동차용경유,실내등유
2021년06월17일,2006.25,1592.37,1370.66,933.24
2021년06월18일,2006.25,1592.58,1370.77,933.52
2021년06월19일,2006.25,1592.58,1370.92,932.97
2021년06월20일,2006.25,1592.58,1370.81,932.87
2021년06월21일,2006.25,1592.73,1371.27,932.97
2021년06월22일,2006.25,1592.73,1371.02,933.07
2021년06월23일,2006.25,1592.94,1371.07,932.97
2021년06월24일,2006.25,1592.94,1371.07,932.85
2021년06월25일,2006.25,1593.25,1371.33,932.8
2021년06월26일,2006.25,1594.96,1372.21,932.97
2021년06월27일,2006.25,1595.63,1373.09,932.97
2021년06월28일,2006.25,1596.31,1373.4,932.87
2021년06월29일,2006.25,1620.42,1403.79,938.46
2021년06월30일,2008.75,1625.27,1407.49,944.13
2021년07월01일,2008.75,1627.99,1409.25,949.65
2021년07월02일,2008.75,1629.97,1410.64,953.52
2021년07월03일,2008.75,1630.66,1411.21,955.06
2021년07월04일,2008.75,1631.14,1411.47,956.15
2021년07월05일,2008.75,1631.04,1411.72,956.87
2021년07월06일,2008.75,1649.72,1430.17,964.22
2021년07월07일,2008.75,1655.83,1436.34,967.91
2021년07월08일,2027.5,1659.11,1439.69,970.65
2021년07월09일,2030,1662.16,1442.83,972.8
2021년07월10일,2030,1676.49,1457.17,974.86
2021년07월11일,2030,1678.58,1459.14,975.45
2021년07월12일,2030,1678.92,1459.74,976.41
2021년07월13일,2030,1682.28,1463.2,976.49
2021년07월14일,2030,1683.23,1463.87,976.79
2021년07월15일,2030,1675.17,1458.44,978.15
2021년07월16일,2030,1677.81,1460.5,978.61
2021년07월17일,2030,1683.97,1476.64,978.65
2021년07월18일,2030,1684.2,1477.69,979.04
2021년07월19일,2030,1684.16,1477.45,979.91
2021년07월20일,2035,1685.24,1479.15,980.15
2021년07월21일,2035,1685.27,1479.21,980.38
2021년07월22일,2035,1685.53,1479.23,980.57
2021년07월23일,2035,1685.55,1479.37,980.87
2021년07월24일,2035,1685.55,1479.01,980.87
2021년07월25일,2035,1685.55,1479.47,980.99
2021년07월26일,2035,1685.48,1479.36,980.94
2021년07월27일,2035,1685.5,1479.32,980.95
2021년07월28일,2035,1685.5,1479.51,981.07
2021년07월29일,2035,1685.5,1479.53,981.19
2021년07월30일,2035,1685.48,1479.47,981.27
2021년07월31일,2035,1685.58,1479.63,981.27
2021년08월01일,2035,1685.96,1479.87,981.21
2021년08월02일,2035,1686.06,1480.04,981.02
2021년08월03일,2035,1686.21,1480.09,980.95
2021년08월04일,2035,1686.26,1480.46,981.39
2021년08월05일,2035,1686.26,1480.5,981.64
2021년08월06일,2060,1701.61,1495.81,985.92
2021년08월07일,2060,1705.3,1500.4,988.44
2021년08월08일,2060,1706.11,1501.03,989.66
2021년08월09일,2060,1706.07,1501.15,990.72
2021년08월10일,2060,1709.95,1504.84,993.39
2021년08월11일,2060,1712.25,1506.53,994.66
2021년08월12일,2060,1713.49,1507.51,996.17
2021년08월13일,2060,1713.91,1508.04,997.18
2021년08월14일,2060,1714.53,1508.61,997.95
2021년08월15일,2060,1714.59,1508.61,998.7
2021년08월16일,2060,1714.38,1508.5,999.23
2021년08월17일,2060,1714.27,1508.3,1000.09
2021년08월18일,2060,1712.13,1505.22,999.63
2021년08월19일,2060,1697.74,1486.01,996.37
2021년08월20일,2060,1691.28,1479.45,994.71
2021년08월21일,2060,1689.79,1478.14,993.57
2021년08월22일,2060,1689.52,1477.36,992.39
2021년08월23일,2060,1688.77,1477.2,991.72
2021년08월24일,2060,1688.04,1476.2,990.73
2021년08월25일,2060,1687.94,1475.94,990.47
2021년08월26일,2060,1687.55,1475.51,990.71
2021년08월27일,2060,1686.62,1474.48,990.28
2021년08월28일,2060,1686.16,1474.04,990.16
2021년08월29일,2060,1686.13,1474.01,990.15
2021년08월30일,2060,1685.84,1473.39,990.3
2021년08월31일,2060,1685.69,1473.23,989.57
2021년09월01일,2060,1685.61,1473.33,989.45
2021년09월02일,2045,1685.02,1472.94,990
2021년09월03일,2045,1684.96,1473.11,989.75
2021년09월04일,2045,1685.07,1472.86,989.57
2021년09월05일,2045,1684.91,1472.82,989.39
2021년09월06일,2045,1684.91,1473.07,989.39
2021년09월07일,2045,1684.7,1472.73,989.57
2021년09월08일,2045,1684.7,1473.17,989.44
2021년09월09일,2045,1684.52,1472.17,989.51
2021년09월10일,2045,1684.54,1472.04,988.85
2021년09월11일,2045,1684.41,1472.32,988.91
2021년09월12일,2045,1684.52,1472.11,988.79
2021년09월13일,2045,1684.52,1472.21,988.98
2021년09월14일,2045,1684.47,1472.07,989.03
2021년09월15일,2045,1684.65,1472.26,988.67
2021년09월16일,2045,1684.47,1472.12,988.85
2021년09월17일,2045,1684.47,1472.29,988.85
2021년09월18일,2045,1684.47,1472.12,987.72
2021년09월19일,2045,1684.49,1472.12,987.56
2021년09월20일,2045,1684.47,1472.05,987.72
2021년09월21일,2045,1684.47,1472.18,987.72
2021년09월22일,2045,1684.44,1472.03,987.72
2021년09월23일,2045,1684.49,1472.19,987.65
2021년09월24일,2045,1684.52,1472.02,987.98
2021년09월25일,2045,1684.52,1472.12,988.43
2021년09월26일,2045,1684.52,1472.12,988.38
2021년09월27일,2045,1684.52,1472.4,988.39
2021년09월28일,2045,1684.52,1472.09,988.01
2021년09월29일,2045,1684.34,1471.93,988.06
2021년09월30일,2047.25,1702.13,1495.49,998.93
2021년10월01일,2047.25,1704.16,1498.65,1004.66
2021년10월02일,2049.5,1704.83,1498.71,1007.43
2021년10월03일,2049.5,1705.79,1500.02,1010.8
2021년10월04일,2049.5,1705.99,1500.12,1011
2021년10월05일,2049.5,1706.61,1502.08,1011.72
2021년10월06일,2049.5,1709.16,1506.51,1012.71
2021년10월07일,2049.5,1710.87,1510.2,1015.13
2021년10월08일,2049.5,1710.95,1509.76,1016.19
2021년10월09일,2049.5,1711.47,1510.23,1016.72
2021년10월10일,2049.5,1711.66,1510.83,1016.94
2021년10월11일,2049.5,1712.01,1511.21,1017.18
2021년10월12일,2049.5,1711.91,1511.09,1017.82
2021년10월13일,2070,1762.04,1567.92,1043.33
2021년10월14일,2070,1765.93,1573.34,1054.43
2021년10월15일,2070,1767.76,1574.83,1058.44
2021년10월16일,2070,1767.76,1574.46,1061.64
2021년10월17일,2070,1767.48,1574.46,1062.99
2021년10월18일,2070,1767.83,1574.44,1064.66
2021년10월19일,2095,1767.74,1574.64,1066.99
2021년10월20일,2095,1767.74,1574.87,1068.05
2021년10월21일,2095,1768.15,1575.35,1067.28
2021년10월22일,2110,1794.47,1602.7,1090.03
2021년10월23일,2110,1798.67,1606.12,1099.47
2021년10월24일,2110,1799.42,1607.23,1101.71
2021년10월25일,2110,1800.19,1608.37,1101.54
2021년10월26일,2110,1807.3,1616.44,1106.99
2021년10월27일,2110,1808.84,1617.85,1109.41
2021년10월28일,2130,1810.49,1619.29,1112.33
2021년10월29일,2135,1810.93,1619.84,1113.57
2021년10월30일,2147.5,1843.45,1652.44,1134.41
2021년10월31일,2160,1844.95,1654.22,1141.05
2021년11월01일,2160,1847.12,1656.19,1142.28
2021년11월02일,2160,1858.96,1668.09,1150.22
2021년11월03일,2160,1861.1,1670.41,1157.89
2021년11월04일,2160,1861.36,1670.82,1161.04
2021년11월05일,2160,1861.36,1670.77,1164.21
2021년11월06일,2180,1885.79,1689.11,1171.51
2021년11월07일,2180,1888.68,1691.69,1175.14
2021년11월08일,2180,1888.8,1691.81,1178.72
2021년11월09일,2200,1898.86,1699.87,1185.7
2021년11월10일,2200,1900.09,1700.5,1187.32
2021년11월11일,2200,1900.63,1700.78,1186.26
2021년11월12일,2159,1767.05,1600.77,1186.93
2021년11월13일,2159,1752.24,1589.86,1187.26
2021년11월14일,2159,1746.98,1587.51,1186.26
2021년11월15일,2159,1740.94,1584.17,1186.97
2021년11월16일,2159,1740.82,1583.36,1187.02
2021년11월17일,2159,1740.97,1583.67,1187.5
2021년11월18일,2159,1740.97,1582.96,1187.53
2021년11월19일,2159,1740.97,1582.96,1188.54
2021년11월20일,2159,1740.97,1582.9,1187.53
2021년11월21일,2159,1740.97,1582.95,1188.6
2021년11월22일,2089,1740.54,1582.9,1188.83
2021년11월23일,2089,1740.22,1583.3,1188.8
2021년11월24일,2089,1739.98,1582.35,1188.94
2021년11월25일,2089,1740.03,1582.35,1188.89
2021년11월26일,2089,1740.31,1582.32,1188.77
2021년11월27일,2089,1738.94,1582.15,1188.6
2021년11월28일,2089,1739.88,1582.21,1188.65
2021년11월29일,2037.6,1738.84,1582.07,1188.6
2021년11월30일,2037.6,1739.74,1582.09,1188.71
2021년12월01일,2037.6,1739.47,1581.96,1189.33
2021년12월02일,2037.6,1739.31,1581.8,1189.44
2021년12월03일,2025.6,1739.72,1581.8,1189.49
2021년12월04일,2009.5,1740.49,1582.01,1187.36
2021년12월05일,2009.5,1739.35,1581.85,1187.3
2021년12월06일,2013.6,1739.2,1581.71,1188.49
2021년12월07일,2013.6,1709.37,1540.5,1168.55
2021년12월08일,2013.6,1698.12,1522.97,1153.33
2021년12월09일,2013.6,1692.81,1515.03,1148.77
2021년12월10일,2006.6,1691.45,1512.86,1145.7
2021년12월11일,2006.6,1691.41,1513.04,1145.28
2021년12월12일,2000.6,1691.24,1512.35,1144.86
2021년12월13일,2000.6,1690.62,1511.62,1144.17
2021년12월14일,2000.6,1690.94,1512.04,1143.91
2021년12월15일,2000.6,1690.44,1511.53,1143.16
2021년12월16일,1979,1646.83,1468.65,1106.52
2021년12월17일,1979,1639.83,1460.3,1094.38
2021년12월18일,1979,1636.68,1458.14,1087.28
2021년12월19일,1979,1635.64,1456.65,1087
2021년12월20일,1975.83,1634.36,1455.93,1088.36
2021년12월21일,1975.83,1634.41,1455.58,1087.28
2021년12월22일,1975.83,1634.01,1455.83,1087
2021년12월23일,1972,1633.91,1454.92,1086.94
2021년12월24일,1968.33,1633.45,1454.74,1087.42
2021년12월25일,1926.43,1633.45,1454.69,1085.36
2021년12월26일,1926.43,1633.4,1454.53,1085.31
2021년12월27일,1926.43,1634.49,1454.88,1087.25
2021년12월28일,1964.17,1633.71,1454.63,1087.58
2021년12월29일,1964.17,1633.56,1454.74,1086.97
2021년12월30일,1964.17,1633.51,1454.58,1088.16
2021년12월31일,1964.17,1633.2,1454.48,1087.04
2022년01월01일,1964.17,1633.2,1455.61,1087.32
2022년01월02일,1964.17,1633.2,1454.48,1086.98
2022년01월03일,1964.17,1633.22,1454.6,1086.93
2022년01월04일,1964.17,1633.39,1454.66,1087.37
2022년01월05일,1964.17,1633.08,1454.64,1086.03
2022년01월06일,1964.17,1632.75,1453.97,1086.5
2022년01월07일,1964.17,1633.01,1453.84,1086.76
2022년01월08일,1964.17,1664.95,1492.03,1115.28
2022년01월09일,1964.17,1666.07,1493.1,1117.51
2022년01월10일,1964.17,1667.51,1495.78,1118.4
2022년01월11일,1965.83,1674.94,1504.6,1124.8
2022년01월12일,1965.83,1678.8,1509.16,1128.83
2022년01월13일,1977.5,1679.7,1510.29,1130
2022년01월14일,1977.5,1679.75,1510.24,1129.94
2022년01월15일,1977.5,1679.75,1510.46,1129.78
2022년01월16일,1977.5,1680.49,1510.88,1129.14
2022년01월17일,1977.5,1679.7,1510.29,1129.77
2022년01월18일,1977.5,1679.9,1510.49,1129.55
2022년01월19일,1977.5,1679.9,1510.91,1129.27
2022년01월20일,1983.33,1679.97,1511.09,1129.72
2022년01월21일,1983.33,1706.58,1549.79,1162.23
2022년01월22일,1983.33,1709.99,1556.22,1171.09
2022년01월23일,1983.33,1709.99,1556.16,1173.58
2022년01월24일,1986.67,1710.46,1556.47,1172.96
2022년01월25일,1986.67,1716.88,1566.96,1185.75
2022년01월26일,1986.67,1717.06,1567.8,1188.55
2022년01월27일,1986.67,1717.47,1567.82,1189.39
2022년01월28일,1986.67,1717.47,1567.83,1190.06
2022년01월29일,1986.67,1717.81,1568.16,1189.83
2022년01월30일,1986.67,1717.87,1568.16,1189.69
2022년01월31일,1986.67,1717.87,1568.16,1189.83
2022년02월01일,1986.67,1718,1568.39,1190.22
2022년02월02일,1986.67,1718.19,1568.44,1190.34
2022년02월03일,1986.67,1718.22,1568.65,1189.78
2022년02월04일,1986.67,1719.58,1569.47,1191.01
2022년02월05일,2011.67,1759.21,1609.47,1223.3
2022년02월06일,2017.5,1760.75,1611.31,1228.21
2022년02월07일,2025.83,1762.24,1612.91,1228.38
2022년02월08일,2025.83,1777.81,1634.98,1241.96
2022년02월09일,2028.33,1783.77,1641.36,1246.68
2022년02월10일,2028.33,1785.21,1642.66,1249.64
2022년02월11일,2076.67,1787.07,1644.34,1253.26
2022년02월12일,2076.67,1787.69,1645.22,1254.49
2022년02월13일,2076.67,1787.79,1645.11,1255.31
2022년02월14일,2076.67,1788.1,1645.42,1254.69
2022년02월15일,2076.67,1788.12,1645.47,1255.14
2022년02월16일,2093.33,1787.91,1645.12,1255.51
2022년02월17일,2093.33,1788.02,1646.06,1255.79
2022년02월18일,2093.33,1788.02,1645.88,1256.8
2022년02월19일,2093.33,1788.07,1645.93,1256.8
2022년02월20일,2093.33,1788.11,1645.93,1256.74
2022년02월21일,2093.33,1788.07,1646.06,1256.69
2022년02월22일,2093.33,1788.26,1646.17,1257.68
2022년02월23일,2113.33,1813.5,1677.42,1274.61
2022년02월24일,2113.33,1825.6,1690.79,1281.45
2022년02월25일,2126.67,1829.11,1694.01,1282.46
2022년02월26일,2126.67,1830.82,1695.82,1284.13
2022년02월27일,2126.67,1830.93,1695.92,1283.97
2022년02월28일,2126.67,1830.97,1695.99,1284.5
2022년03월01일,2126.67,1830.95,1695.96,1284.61
2022년03월02일,2126.67,1831.11,1695.99,1284.89
2022년03월03일,2126.67,1831.47,1696.1,1284.78
2022년03월04일,2126.67,1831.82,1696.05,1285.31
2022년03월05일,2164.17,1916.33,1812.12,1348.1
2022년03월06일,2164.17,1918.43,1816.66,1365.64
2022년03월07일,2171.67,1920.95,1820.76,1372.96
2022년03월08일,2276.33,1958.8,1859.24,1403.16
2022년03월09일,2276.33,1973.12,1873.4,1420.06
2022년03월10일,2276.33,1973.97,1874.74,1423.74
2022년03월11일,2276.33,1977.55,1878.45,1429.06
2022년03월12일,2378,2076.15,1982.7,1471.28
2022년03월13일,2378,2087.3,1995.92,1491.89
2022년03월14일,2378,2091.49,2000.44,1499.89
2022년03월15일,2375.14,2106.01,2024.75,1520.28
2022년03월16일,2375.14,2105.47,2026.03,1526.72
2022년03월17일,2375.14,2105.05,2025.66,1531.28
2022년03월18일,2383.71,2117.8,2058.32,1547.54
2022년03월19일,2386.57,2117.84,2058.91,1550.73
2022년03월20일,2386.57,2118.72,2060.27,1552.4
2022년03월21일,2386.57,2117.02,2058.88,1552.4
2022년03월22일,2386.57,2117.08,2058.73,1552.79
2022년03월23일,2371.33,2095.67,2028.99,1528.44
2022년03월24일,2369.43,2092.67,2023.6,1522.29
2022년03월25일,2369.43,2091.98,2022.86,1517.78
2022년03월26일,2329.43,2048.18,1992.37,1516.89
2022년03월27일,2329.43,2046.75,1991.08,1516
2022년03월28일,2329.43,2045.34,1990.92,1515.56
2022년03월29일,2329.43,2038.29,1986.34,1513.89
2022년03월30일,2329.43,2034.18,1984.3,1514.86
2022년03월31일,2329.43,2031.82,1982.7,1514.24
2022년04월01일,2329.43,2030.54,1981.64,1514.24
2022년04월02일,2316.57,2030.12,1981.67,1513.85
2022년04월03일,2309.67,2031.1,1982.39,1513.45
2022년04월04일,2308,2029.45,1980.65,1513.66
2022년04월05일,2303.71,2028.27,1980.63,1516.37
2022년04월06일,2309.43,2027.45,1980.1,1517.99
2022년04월07일,2309.43,2025.98,1979.59,1518.88
2022년04월08일,2309.43,2025.2,1979.1,1519.33
2022년04월09일,2309.43,2024.89,1978.01,1519.56
2022년04월10일,2309.43,2025.2,1978.24,1520.51
2022년04월11일,2309.43,2024.89,1978.99,1521.2
2022년04월12일,2280.86,1993.55,1971.98,1517.76
2022년04월13일,2280.86,1985.4,1967.03,1513.75
2022년04월14일,2280.86,1982.54,1964.35,1511.35
2022년04월15일,2248,1978.71,1963.48,1510.79
2022년04월16일,2248,1978.35,1963.2,1508.08
2022년04월17일,2248,1978.31,1963.35,1507.41
2022년04월18일,2248,1979.24,1962.96,1507.33
2022년04월19일,2248,1979.29,1962.84,1507.46
2022년04월20일,2248,1978.98,1962.68,1506.76
2022년04월21일,2248,1980.38,1963.63,1508.92
2022년04월22일,2248,1987.34,1970.18,1511.2
2022년04월23일,2276.57,2005.36,1983.75,1526.35
2022년04월24일,2276.57,2010.06,1989.31,1532.55
2022년04월25일,2276.57,2026.05,2037.69,1539.09
2022년04월26일,2279.43,2026.42,2048.29,1542.19
2022년04월27일,2279.43,2025.08,2051.9,1543.22
2022년04월28일,2279.43,2025.81,2052.68,1544.72
2022년04월29일,2279.43,2026.68,2052.86,1542.94
2022년04월30일,2279.43,2026.6,2053.69,1545.29
2022년05월01일,2243.86,1967.16,2014.36,1546.51
2022년05월02일,2229,1944.85,1999.74,1545.77
2022년05월03일,2229,1937.59,1995.92,1545.89
2022년05월04일,2229,1970.07,2035.42,1566.86
2022년05월05일,2228,1975.9,2042.56,1582.75
2022년05월06일,2228,1976.91,2043.2,1588.57
2022년05월07일,2233.71,1977.16,2043.48,1592.19
2022년05월08일,2233.71,1978.05,2044.66,1593.54
2022년05월09일,2233.71,1977.45,2044.22,1595.41
2022년05월10일,2272.29,1983.7,2051.44,1596.1
2022년05월11일,2272.29,1984.42,2053.05,1598.42
2022년05월12일,2272.29,1990.12,2060.89,1599.86
2022년05월13일,2272.29,1991.02,2061.74,1601.84
2022년05월14일,2272.29,1991.61,2063.49,1604.25
2022년05월15일,2272.29,1991.41,2063.24,1606.41
2022년05월16일,2272.29,1991.39,2063.22,1606.74
2022년05월17일,2295.14,2025.18,2084.85,1618.74
2022년05월18일,2295.14,2025.8,2085.36,1623.44
2022년05월19일,2295.14,2027.44,2086.94,1625.15
2022년05월20일,2295.14,2027.28,2087.11,1625.79
2022년05월21일,2313.71,2027.4,2086.77,1626.5
2022년05월22일,2313.71,2028.69,2087.08,1627.38
2022년05월23일,2313.71,2028.05,2087.13,1627.93
2022년05월24일,2326.86,2037.95,2078.24,1628.69
2022년05월25일,2326.86,2040.91,2075.51,1629.4
2022년05월26일,2332.57,2042.97,2073.34,1629.22
2022년05월27일,2332.57,2043.87,2072.21,1628.64
2022년05월28일,2332.57,2071.8,2049.46,1628.76
2022년05월29일,2332.57,2072.48,2047.7,1628.67
2022년05월30일,2332.57,2072.8,2045.68,1629.32
2022년05월31일,2332.57,2073.89,2046.42,1629.26
2022년06월01일,2332.57,2074.25,2046.71,1629.26
2022년06월02일,2332.57,2074.72,2046.81,1629.32
2022년06월03일,2332.57,2074.92,2047.14,1629.44
2022년06월04일,2366.86,2117.58,2101.97,1645.12
2022년06월05일,2366.86,2122.44,2107.96,1651.48
2022년06월06일,2366.86,2126.11,2111.06,1656.58
2022년06월07일,2358.43,2127.64,2113.62,1659.91
2022년06월08일,2350,2136.54,2173.68,1698.56
2022년06월09일,2350,2136.75,2179.39,1711.55
2022년06월10일,2350,2136.58,2179.48,1718.29
2022년06월11일,2350,2136.69,2179.33,1726.78
2022년06월12일,2350,2136.87,2179.52,1729.3
2022년06월13일,2350,2136.69,2179.38,1733.59
2022년06월14일,2401.43,2181.53,2209.79,1754.35
2022년06월15일,2401.43,2184.93,2212.08,1762.18
2022년06월16일,2401.43,2190.79,2215.86,1769.41
2022년06월17일,2401.43,2193.53,2217.18,1777.88
2022년06월18일,2401.43,2194.1,2218.15,1782.5
2022년06월19일,2401.43,2194.23,2218.29,1784.74
2022년06월20일,2401.43,2193.99,2218.34,1785.84
2022년06월21일,2401.43,2194.41,2219.28,1787.47
2022년06월22일,2401.43,2193.75,2220.3,1788.98
2022년06월23일,2392.86,2194.2,2220.3,1790.2
2022년06월24일,2388.57,2193.81,2223.58,1792.3
2022년06월25일,2388.57,2194.2,2224.1,1794.88
2022년06월26일,2388.57,2194.34,2224.12,1795.29
2022년06월27일,2388.57,2194.34,2224.51,1795.06
2022년06월28일,2388.57,2213.65,2269.66,1809.27
2022년06월29일,2388.57,2216.58,2276.74,1816.35
2022년06월30일,2388.57,2217.87,2279.75,1821.87
