지점,지점명,일시,기온(°C),풍향(deg),풍속(m/s),강수량(mm),현지기압(hPa),해면기압(hPa),습도(%)
863,외도,2021-01-01 0:00,3.5,331.6,6.5,0,1019.6,1026.2,55
863,외도,2021-01-01 1:00,3.4,326.4,5.2,0,1019.5,1026.1,61.3
863,외도,2021-01-01 2:00,3.3,334.5,5.3,0,1019.7,1026.3,57.4
863,외도,2021-01-01 3:00,3,318.2,2.2,0,1020.2,1026.8,57
863,외도,2021-01-01 4:00,3.2,331.3,3.8,0,1020.3,1026.9,50.8
863,외도,2021-01-01 5:00,3.3,326.4,4.1,0,1020.1,1026.7,54.7
863,외도,2021-01-01 6:00,3.5,320.8,3.7,0,1020.1,1026.7,56.5
863,외도,2021-01-01 7:00,3.7,321.5,3,0,1020.1,1026.7,56.7
863,외도,2021-01-01 8:00,3.3,342.8,2.8,0,1020.2,1026.8,61.8
863,외도,2021-01-01 9:00,3.7,332.8,1.7,0,1020.6,1027.2,52.9
863,외도,2021-01-01 10:00,4.4,322.9,2.8,0,1021,1027.6,53.1
863,외도,2021-01-01 11:00,4.5,317.5,2.5,0,1020.7,1027.3,55
863,외도,2021-01-01 12:00,5,326.1,1.8,0,1020.1,1026.7,56.5
863,외도,2021-01-01 13:00,5,322.6,3.7,0,1019.2,1025.8,58.4
863,외도,2021-01-01 14:00,5.1,320.3,3.7,0,1018.9,1025.5,56.5
863,외도,2021-01-01 15:00,5.2,317.6,3.6,0,1018.4,1025,56.7
863,외도,2021-01-01 16:00,5.3,308.6,2.8,0,1018.3,1024.9,57.2
863,외도,2021-01-01 17:00,5.2,309.9,2.9,0,1018.2,1024.8,58
863,외도,2021-01-01 18:00,5.1,306.2,2.4,0,1018.4,1025,59.3
863,외도,2021-01-01 19:00,5,310.8,1.9,0,1018.6,1025.2,61.6
863,외도,2021-01-01 20:00,4.2,213.8,1.2,0,1018.3,1024.9,65.9
863,외도,2021-01-01 21:00,4.1,215.4,1.4,0,1018.2,1024.8,67.7
863,외도,2021-01-01 22:00,5.6,314.4,1.4,0,1018,1024.6,63.3
863,외도,2021-01-01 23:00,6.1,314.3,2.8,0,1018.1,1024.6,65.5
863,외도,2021-01-02 0:00,6.4,281,3.5,0,1018.1,1024.6,53.9
863,외도,2021-01-02 1:00,5.9,271.6,2,0,1018,1024.5,52.9
863,외도,2021-01-02 2:00,5.9,295.4,4.3,0,1018.3,1024.9,55.5
863,외도,2021-01-02 3:00,6,307.8,4,0,1018.3,1024.8,52.4
863,외도,2021-01-02 4:00,6.1,297.3,4.4,0,1018.1,1024.6,50.1
863,외도,2021-01-02 5:00,6,302.1,3.8,0,1018.2,1024.7,55.1
863,외도,2021-01-02 6:00,6,317.4,4.3,0,1018.5,1025,48.8
863,외도,2021-01-02 7:00,5.9,319.4,2.8,0,1018.9,1025.5,53.5
863,외도,2021-01-02 8:00,6,305.3,4.2,0,1019.3,1025.9,51.9
863,외도,2021-01-02 9:00,6.3,317.5,1.9,0,1019.6,1026.1,53.4
863,외도,2021-01-02 10:00,6.4,325,4.4,0,1020.2,1026.7,56.1
863,외도,2021-01-02 11:00,6.9,327.1,4.3,0,1020.1,1026.6,60.7
863,외도,2021-01-02 12:00,8.3,332.4,3.9,0,1019.9,1026.4,60.9
863,외도,2021-01-02 13:00,6.9,350.8,3.8,0,1019.7,1026.2,61.3
863,외도,2021-01-02 14:00,6.9,340.8,4.5,0,1019.3,1025.8,61.1
863,외도,2021-01-02 15:00,6.1,336,4.2,0,1019.7,1026.3,59.6
863,외도,2021-01-02 16:00,5.9,345.9,3.4,0,1021.2,1027.8,56.7
863,외도,2021-01-02 17:00,4.9,10.8,3,0,1022.2,1028.8,62.1
863,외도,2021-01-02 18:00,3.9,12.1,3.9,0,1022.7,1029.3,62.6
863,외도,2021-01-02 19:00,3.3,40.3,3.3,0,1023.1,1029.7,59.3
863,외도,2021-01-02 20:00,2.6,49.1,2.7,0,1023.7,1030.4,59.8
863,외도,2021-01-02 21:00,1.4,110.8,2.2,0,1022.8,1029.5,64.6
863,외도,2021-01-02 22:00,0.7,117.8,1.8,0,1023.3,1030,67.9
863,외도,2021-01-02 23:00,0.2,106.2,1.6,0,1024,1030.7,68.7
863,외도,2021-01-03 0:00,-0.3,127.6,1.1,0,1024.7,1031.4,70.5
863,외도,2021-01-03 1:00,0.4,129.9,1.6,0,1024.9,1031.6,71.1
863,외도,2021-01-03 2:00,0.9,125.2,2.5,0,1024.8,1031.5,70.3
863,외도,2021-01-03 3:00,1,121.6,1.9,0,1024.8,1031.5,69.7
863,외도,2021-01-03 4:00,1.4,127.7,2.1,0,1025,1031.7,69.3
863,외도,2021-01-03 5:00,1.5,127.1,1.8,0,1025.3,1032,69.7
863,외도,2021-01-03 6:00,1.5,118.1,2.2,0,1025.8,1032.5,70.5
863,외도,2021-01-03 7:00,1.4,116.5,1.5,0,1025.9,1032.6,71.4
863,외도,2021-01-03 8:00,1.4,119,1.6,0,1025.8,1032.5,71.5
863,외도,2021-01-03 9:00,2.6,110,1.7,0,1025.9,1032.6,68.4
863,외도,2021-01-03 10:00,3.6,52,2.6,0,1026.9,1033.6,60
863,외도,2021-01-03 11:00,3.8,52.9,2.8,0,1026.8,1033.4,59.7
863,외도,2021-01-03 12:00,4.4,46.3,2,0,1026.2,1032.8,57.5
863,외도,2021-01-03 13:00,5.2,27.8,2.8,0,1025.9,1032.5,56.9
863,외도,2021-01-03 14:00,5.1,39,2.4,0,1025.5,1032.1,56.7
863,외도,2021-01-03 15:00,4.5,27.2,1.6,0,1025.7,1032.3,57.4
863,외도,2021-01-03 16:00,4.6,63,0.8,0,1024.4,1031,58
863,외도,2021-01-03 17:00,4,97.8,1.8,0,1024.8,1031.4,63.1
863,외도,2021-01-03 18:00,3.5,104.5,2.3,0,1024.7,1031.3,63.3
863,외도,2021-01-03 19:00,2.4,132.1,1.8,0,1025,1031.7,68.2
863,외도,2021-01-03 20:00,2.7,141.2,2.3,0,1025.3,1032,65.7
863,외도,2021-01-03 21:00,3.2,133.4,1.6,0,1025.2,1031.9,65.3
863,외도,2021-01-03 22:00,3.7,97.7,2.4,0,1025.1,1031.7,62.1
863,외도,2021-01-03 23:00,3.3,126,2.3,0,1025,1031.7,63.6
863,외도,2021-01-04 0:00,3,132.8,2,0,1024.7,1031.4,63.1
863,외도,2021-01-04 1:00,2.9,136,1.7,0,1024.8,1031.5,59.7
863,외도,2021-01-04 2:00,1.9,148.2,2,0,1024.8,1031.5,63.6
863,외도,2021-01-04 3:00,1.5,153.9,1.6,0,1025.3,1032,64.7
863,외도,2021-01-04 4:00,1.3,159.2,2.3,0,1025.2,1031.9,65.3
863,외도,2021-01-04 5:00,1.3,163,2.7,0,1024.3,1031,68.7
863,외도,2021-01-04 6:00,1.6,163.9,2.8,0,1024,1030.7,69.5
863,외도,2021-01-04 7:00,1.4,165.4,2.8,0,1023.8,1030.5,71.2
863,외도,2021-01-04 8:00,1.9,149.7,2.4,0,1023.4,1030.1,71.7
863,외도,2021-01-04 9:00,4.4,138.1,2.9,0,1023.1,1029.7,63.1
863,외도,2021-01-04 10:00,6.4,118.3,3.3,0,1023.1,1029.7,55.9
863,외도,2021-01-04 11:00,7.9,84.9,1.6,0,1025.1,1031.6,51.6
863,외도,2021-01-04 12:00,7.7,72.9,2.1,0,1023.7,1030.2,53.9
863,외도,2021-01-04 13:00,8,63.8,3,0,1022.7,1029.2,50.8
863,외도,2021-01-04 14:00,7.5,80.5,1.8,0,1021.9,1028.4,55.7
863,외도,2021-01-04 15:00,7.9,83.9,2.4,0,1021.2,1027.7,51.6
863,외도,2021-01-04 16:00,8,109.1,2.8,0,1020.4,1026.9,52.7
863,외도,2021-01-04 17:00,7,122.4,2,0,1021,1027.5,55.9
863,외도,2021-01-04 18:00,6.3,129.6,0.6,0,1020.9,1027.5,57.6
863,외도,2021-01-04 19:00,6,137.8,1,0,1021.3,1027.9,59.3
863,외도,2021-01-04 20:00,4.7,175.8,1,0,1021.8,1028.4,65.7
863,외도,2021-01-04 21:00,5.1,155.1,1.8,0,1021.7,1028.3,62.8
863,외도,2021-01-04 22:00,5.3,168,1.7,0,1021.5,1028.1,61.7
863,외도,2021-01-04 23:00,5.4,162,1.8,0,1020.9,1027.5,61.5
863,외도,2021-01-05 0:00,5.3,173,1.3,0,1020.8,1027.4,65.1
863,외도,2021-01-05 1:00,5.8,165.4,2,0,1021,1027.6,66.4
863,외도,2021-01-05 2:00,5.9,155.8,1.5,0,1020.8,1027.4,63.5
863,외도,2021-01-05 3:00,4.3,159.9,0.7,0,1020.5,1027.1,66.6
863,외도,2021-01-05 4:00,5.3,195.6,0.9,0,1020.3,1026.9,66.7
863,외도,2021-01-05 5:00,3.3,0,0.4,0,1019.2,1025.8,73.4
863,외도,2021-01-05 6:00,7.5,334.7,2.3,0,1019.1,1025.6,74.8
863,외도,2021-01-05 7:00,7.6,16.1,2.9,0,1019.2,1025.7,70
863,외도,2021-01-05 8:00,6.6,32.6,4.5,0.5,1020.4,1026.9,80.6
863,외도,2021-01-05 9:00,6.7,4.3,5.3,0,1022.2,1028.8,75.7
863,외도,2021-01-05 10:00,6.1,14.9,4,0,1022.5,1029.1,68.2
863,외도,2021-01-05 11:00,5.8,38.1,4,0,1022,1028.6,68.2
863,외도,2021-01-05 12:00,5.7,27.3,4.4,0,1021,1027.6,66.8
863,외도,2021-01-05 13:00,5.6,38.7,3.4,0,1020.1,1026.7,62.4
863,외도,2021-01-05 14:00,5.4,33.4,4.2,0,1019.7,1026.3,61.5
863,외도,2021-01-05 15:00,4.6,43.4,3.6,0,1019.5,1026.1,65.5
863,외도,2021-01-05 16:00,4.4,32.4,3.7,0,1019.6,1026.2,63
863,외도,2021-01-05 17:00,3.7,40.1,2.8,0,1020.6,1027.2,69.2
863,외도,2021-01-05 18:00,2.9,18.8,3.8,0,1021.2,1027.8,65.1
863,외도,2021-01-05 19:00,2.4,35.2,3,0,1021.3,1028,67.1
863,외도,2021-01-05 20:00,2,25.8,2.5,0,1021.5,1028.2,66.5
863,외도,2021-01-05 21:00,1.9,40.7,2.4,0,1021.9,1028.6,66.5
863,외도,2021-01-05 22:00,2,31.8,2.8,0,1021.4,1028.1,64.9
863,외도,2021-01-05 23:00,2,22.3,2.7,0,1021.1,1027.8,66
863,외도,2021-01-06 0:00,2,19.3,2.6,0,1021.2,1027.9,66.9
863,외도,2021-01-06 1:00,1.8,20.6,2.5,0,1021.1,1027.8,70.1
863,외도,2021-01-06 2:00,2.4,326.8,4.6,0,1020.9,1027.6,65.2
863,외도,2021-01-06 3:00,2.1,342.8,4,0,1020.2,1026.9,68
863,외도,2021-01-06 4:00,2.5,330,5.3,0,1019.9,1026.5,62.2
863,외도,2021-01-06 5:00,2.1,350.2,4.3,0,1019.7,1026.4,69.4
863,외도,2021-01-06 6:00,2,336.7,5.1,0,1019.3,1026,67.4
863,외도,2021-01-06 7:00,2.6,331.1,5,0,1019.5,1026.1,61.6
863,외도,2021-01-06 8:00,2.1,326.2,3.1,0,1019.3,1025.9,64.7
863,외도,2021-01-06 9:00,2.7,327.7,4.6,0,1019.7,1026.3,58.6
863,외도,2021-01-06 10:00,3,330.5,5.8,0,1019.5,1026.1,58.5
863,외도,2021-01-06 11:00,3.1,329.1,6.5,0,1019.4,1026,61.7
863,외도,2021-01-06 12:00,2.9,314.8,4.1,0,1018,1024.6,70.8
863,외도,2021-01-06 13:00,3.9,322.2,5.6,0,1016.2,1022.8,60.5
863,외도,2021-01-06 14:00,4.5,302.9,3.2,0,1015.9,1022.5,51
863,외도,2021-01-06 15:00,3.7,314.3,4.3,0,1015.9,1022.5,47.7
863,외도,2021-01-06 16:00,3.1,318.1,4.3,0,1016.1,1022.7,51.2
863,외도,2021-01-06 17:00,3.1,308.3,4,0,1016.1,1022.7,48.4
863,외도,2021-01-06 18:00,3,314,4.2,0,1015.7,1022.3,53
863,외도,2021-01-06 19:00,2.9,312.5,3.8,0,1016,1022.6,53.6
863,외도,2021-01-06 20:00,3.4,318.5,6.6,0,1016.5,1023.1,55.7
863,외도,2021-01-06 21:00,3.7,288.1,4.7,0,1015.6,1022.2,54.7
863,외도,2021-01-06 22:00,4.5,281.5,4.9,0,1014.6,1021.2,57.3
863,외도,2021-01-06 23:00,3.6,317.9,6.8,0,1014.2,1020.8,80.9
863,외도,2021-01-07 0:00,3,327.6,9.2,0,1015.3,1021.9,72.4
863,외도,2021-01-07 1:00,2.1,324.3,10.4,0,1016.2,1022.8,66.5
863,외도,2021-01-07 2:00,0.7,317.7,8.8,0,1016.7,1023.4,65.6
863,외도,2021-01-07 3:00,-0.9,321.6,9,0,1016.9,1023.6,82.8
863,외도,2021-01-07 4:00,-1.3,319.2,7.2,0,1016.7,1023.4,73
863,외도,2021-01-07 5:00,-0.9,325,10.2,0.5,1016.8,1023.5,66.7
863,외도,2021-01-07 6:00,-1.4,316.9,6.6,0,1017,1023.7,71.2
863,외도,2021-01-07 7:00,-1.7,327.9,8.1,0,1017.7,1024.4,66.9
863,외도,2021-01-07 8:00,-1.1,319.7,7.2,0,1017.8,1024.5,52.9
863,외도,2021-01-07 9:00,-2.5,325.3,8.9,0,1018.9,1025.7,68.1
863,외도,2021-01-07 10:00,-2.9,324.3,7,0.5,1018.8,1025.6,85.8
863,외도,2021-01-07 11:00,-2.2,332.9,6.1,0.5,1018.5,1025.3,77.4
863,외도,2021-01-07 12:00,-1.9,308.2,6.2,0,1017.9,1024.6,70.4
863,외도,2021-01-07 13:00,-2,330.3,6.1,0,1017.5,1024.2,67.9
863,외도,2021-01-07 14:00,-2,331,7.2,0.5,1017.3,1024,70.8
863,외도,2021-01-07 15:00,-2.9,324.7,7.2,0,1017.4,1024.2,68.6
863,외도,2021-01-07 16:00,-3.3,331.2,7.4,0,1017.2,1024,78.8
863,외도,2021-01-07 17:00,-2.5,349,3.9,0,1016.9,1023.7,70.6
863,외도,2021-01-07 18:00,-3.2,331.8,4.9,0.5,1017.4,1024.2,78.3
863,외도,2021-01-07 19:00,-1.8,331.2,4.9,0.5,1017.3,1024,72.2
863,외도,2021-01-07 20:00,-2.3,7.6,6.5,0.5,1017.6,1024.4,84
863,외도,2021-01-07 21:00,-1.6,325.4,5,0,1017.6,1024.3,68
863,외도,2021-01-07 22:00,-1.7,326.1,6,0,1017.4,1024.1,65.6
863,외도,2021-01-07 23:00,-1.5,326.9,6.5,0,1017.1,1023.8,68.1
863,외도,2021-01-08 0:00,-2.3,328.2,6.9,0,1017.2,1023.9,65.2
863,외도,2021-01-08 1:00,-2,328.7,7.7,0,1017,1023.7,68.3
863,외도,2021-01-08 2:00,-2.4,331.6,7.2,0.5,1016.9,1023.7,82.4
863,외도,2021-01-08 3:00,-2.2,322,6.3,0,1017.2,1023.9,56.1
863,외도,2021-01-08 4:00,-2.3,326.6,5.3,0,1016.8,1023.5,64.2
863,외도,2021-01-08 5:00,-2.2,326.6,7.5,0,1016.5,1023.2,62.5
863,외도,2021-01-08 6:00,-3,292.2,5.5,0,1016.7,1023.5,74.9
863,외도,2021-01-08 7:00,-2.3,317.8,5.3,0,1016.6,1023.3,67.3
863,외도,2021-01-08 8:00,-1.8,329.4,9,0,1016.8,1023.5,66.1
863,외도,2021-01-08 9:00,-2.8,329.5,7.6,0.5,1016.8,1023.6,86.6
863,외도,2021-01-08 10:00,-3.2,23.1,5.6,0.5,1017.3,1024.1,90.5
863,외도,2021-01-08 11:00,-3.2,341.6,4.9,1.5,1017,1023.8,92.3
863,외도,2021-01-08 12:00,-2.6,333.1,2.9,1,1016,1022.8,92
863,외도,2021-01-08 13:00,-1.9,326.4,5.5,0.5,1015.1,1021.8,90.2
863,외도,2021-01-08 14:00,-1.1,337.3,5.1,0,1014.3,1021,85.2
863,외도,2021-01-08 15:00,-1.5,312.1,3.3,0,1013.9,1020.6,81.1
863,외도,2021-01-08 16:00,-0.4,322.1,5.5,0.5,1014.1,1020.8,67
863,외도,2021-01-08 17:00,-0.8,317.5,6.8,0,1014.2,1020.9,70.4
863,외도,2021-01-08 18:00,-0.9,326,8.3,0,1014.7,1021.4,71.1
863,외도,2021-01-08 19:00,-0.8,324,9.3,0,1015.1,1021.8,64.6
863,외도,2021-01-08 20:00,-0.5,325.6,7.9,0,1015.5,1022.2,56.9
863,외도,2021-01-08 21:00,-0.7,327.7,6.3,0,1015.6,1022.3,62.3
863,외도,2021-01-08 22:00,-0.8,331.1,9.1,0,1015.8,1022.5,63.9
863,외도,2021-01-08 23:00,-1.4,325.2,7.5,0,1015.9,1022.6,70.9
863,외도,2021-01-09 0:00,-1.6,6,4.7,0,1015.9,1022.6,78.3
863,외도,2021-01-09 1:00,-1.3,321.7,6,0,1015.9,1022.6,68.8
863,외도,2021-01-09 2:00,-1.5,329.8,5.7,0,1016.2,1022.9,61.1
863,외도,2021-01-09 3:00,-0.8,325.5,6.7,0,1016.2,1022.9,62
863,외도,2021-01-09 4:00,-0.5,329.5,6.5,0,1015.8,1022.5,57.4
863,외도,2021-01-09 5:00,-0.5,329.8,6.1,0,1015.2,1021.9,58.6
863,외도,2021-01-09 6:00,-0.5,326.5,5.1,0,1015.2,1021.9,81.1
863,외도,2021-01-09 7:00,-0.8,302.9,4,0,1015.5,1022.2,69.1
863,외도,2021-01-09 8:00,0,319.1,4.9,0,1015.5,1022.2,68.9
863,외도,2021-01-09 9:00,0.4,314.4,6.3,0,1016.2,1022.9,64.1
863,외도,2021-01-09 10:00,-0.5,297.1,4.7,0,1016.6,1023.3,77.8
863,외도,2021-01-09 11:00,0.5,321.7,7.9,0,1016.8,1023.5,64.4
863,외도,2021-01-09 12:00,1.2,320.1,6,0,1015.8,1022.5,68.8
863,외도,2021-01-09 13:00,1.4,323.7,7.4,0,1015.4,1022,66.1
863,외도,2021-01-09 14:00,1.2,317.5,7,0,1015.1,1021.7,62.9
863,외도,2021-01-09 15:00,1.8,330.9,7.2,0,1015.3,1021.9,66.7
863,외도,2021-01-09 16:00,1.1,326.7,6.8,0,1015.5,1022.2,77.2
863,외도,2021-01-09 17:00,1.1,329.9,7.3,0,1015.7,1022.4,65.3
863,외도,2021-01-09 18:00,1.3,323.1,7.3,0,1016.3,1023,65.3
863,외도,2021-01-09 19:00,0.6,331.9,6.7,0.5,1016.8,1023.5,75.6
863,외도,2021-01-09 20:00,1.6,326.1,6.9,0,1017.4,1024.1,65.2
863,외도,2021-01-09 21:00,1.4,330.3,4.8,0,1017.8,1024.5,71.3
863,외도,2021-01-09 22:00,0.4,33.5,5,0,1018.5,1025.2,68.7
863,외도,2021-01-09 23:00,-0.2,344.6,2.7,0,1019,1025.7,67
863,외도,2021-01-10 0:00,0,20.6,2.2,0,1019.1,1025.8,64.6
863,외도,2021-01-10 1:00,0.2,27.5,3.6,0,1019.3,1026,67.2
863,외도,2021-01-10 2:00,0.4,2.1,4,0,1019.7,1026.4,66.7
863,외도,2021-01-10 3:00,0.4,25.6,0.6,0,1019.8,1026.5,68.7
863,외도,2021-01-10 4:00,0.7,8.4,2.7,0,1019.5,1026.2,71.8
863,외도,2021-01-10 5:00,-0.1,180.2,0.6,0,1019.1,1025.8,77
863,외도,2021-01-10 6:00,0.3,325.1,1.2,0,1019.1,1025.8,79.2
863,외도,2021-01-10 7:00,2.2,309.9,2,0,1019.3,1025.9,70.3
863,외도,2021-01-10 8:00,2.4,302.5,3,0,1019.5,1026.1,73.2
863,외도,2021-01-10 9:00,2.6,332.8,2.9,,1020,1026.6,77.9
863,외도,2021-01-10 10:00,2.8,321.2,3,,1020.4,1027,65.6
863,외도,2021-01-10 11:00,3.4,302.5,2.4,,1020.4,1027,61.9
863,외도,2021-01-10 12:00,3.1,311.9,2.8,,1019.7,1026.3,69.1
863,외도,2021-01-10 13:00,2.9,252.1,1.5,,1019.1,1025.7,72.8
863,외도,2021-01-10 14:00,3.9,320.4,6.1,,1018.7,1025.3,63.8
863,외도,2021-01-10 15:00,3.6,317.5,5.2,,1019,1025.6,64.7
863,외도,2021-01-10 16:00,4,321.3,5.2,,1019.1,1025.7,62.7
863,외도,2021-01-10 17:00,3.4,305.3,5.4,,1019,1025.6,70
863,외도,2021-01-10 18:00,3.8,329.1,5.4,,1019.3,1025.9,64.9
863,외도,2021-01-10 19:00,3.9,328,5.8,,1020,1026.6,56.4
863,외도,2021-01-10 20:00,3.9,331.2,4.8,,1020.3,1026.9,55
863,외도,2021-01-10 21:00,3.8,325.8,4.3,,1020.5,1027.1,50.2
863,외도,2021-01-10 22:00,3.8,353.7,4.3,,1020.5,1027.1,55.6
863,외도,2021-01-10 23:00,3.6,32,3.3,,1020.3,1026.9,56
863,외도,2021-01-11 0:00,3.7,347.8,3.1,,1020.1,1026.7,52
863,외도,2021-01-11 1:00,3.8,16.3,2.8,0,1020.2,1026.8,57.3
863,외도,2021-01-11 2:00,3.8,302.6,1.3,0,1021.2,1027.8,56.9
863,외도,2021-01-11 3:00,4,293.4,1.5,0,1021.2,1027.8,54.2
863,외도,2021-01-11 4:00,3.9,314.8,2.4,0,1020.2,1026.8,58.7
863,외도,2021-01-11 5:00,4,333.6,2.5,0,1019.6,1026.2,58.5
863,외도,2021-01-11 6:00,3.8,319.3,1.6,0,1019.7,1026.3,58.9
863,외도,2021-01-11 7:00,3.2,120.3,0.6,0,1018.6,1025.2,66.9
863,외도,2021-01-11 8:00,2.3,182.5,1.1,0,1018.5,1025.1,74.3
863,외도,2021-01-11 9:00,1.4,213.1,0.6,0.5,1020.2,1026.9,85.4
863,외도,2021-01-11 10:00,1.7,213.3,1,1.5,1020.8,1027.5,89.8
863,외도,2021-01-11 11:00,1.7,168.3,1.7,0.5,1020.1,1026.8,90.9
863,외도,2021-01-11 12:00,2.3,174.9,1.4,0,1018.9,1025.5,91.1
863,외도,2021-01-11 13:00,2.7,0,0.3,0,1017.7,1024.3,90.3
863,외도,2021-01-11 14:00,2.4,136.9,1.2,0,1016.6,1023.2,88.7
863,외도,2021-01-11 15:00,2.8,159.8,2.6,0,1016.5,1023.1,88.8
863,외도,2021-01-11 16:00,3.2,152,2.1,0,1015.4,1022,84.5
863,외도,2021-01-11 17:00,2.9,154.5,0.9,0,1014.9,1021.5,82.5
863,외도,2021-01-11 18:00,2.4,199.7,0.6,0,1015.3,1021.9,84.3
863,외도,2021-01-11 19:00,2.4,0,0.1,0,1015.4,1022,84.6
863,외도,2021-01-11 20:00,1.9,175.8,1.4,0.5,1015.8,1022.4,87.8
863,외도,2021-01-11 21:00,0.3,0,0.4,2.5,1016.1,1022.8,90.1
863,외도,2021-01-11 22:00,0.8,192.9,1.4,1,1015.7,1022.4,92.1
863,외도,2021-01-11 23:00,1.2,224.5,2.4,2,1015.3,1021.9,92.8
863,외도,2021-01-12 0:00,2.3,293,3.7,0,1015.2,1021.8,92.4
863,외도,2021-01-12 1:00,2.3,321.2,4.8,0,1014.8,1021.4,87.6
863,외도,2021-01-12 2:00,3.4,320.9,5.8,0,1014.5,1021.1,72.2
863,외도,2021-01-12 3:00,2.9,318.4,4.8,0,1014.5,1021.1,68.6
863,외도,2021-01-12 4:00,3.5,315.5,4,0,1013.8,1020.4,61.3
863,외도,2021-01-12 5:00,3.4,326.4,3.8,0,1013.4,1020,59.4
863,외도,2021-01-12 6:00,3.1,325.1,3.7,0,1013.1,1019.7,55.2
863,외도,2021-01-12 7:00,3.3,308.9,3.1,0,1013.1,1019.7,56.5
863,외도,2021-01-12 8:00,3.3,312.5,2.9,0,1013.1,1019.7,57.1
863,외도,2021-01-12 9:00,3.6,321.2,3,0,1013.4,1020,58.5
863,외도,2021-01-12 10:00,3.7,335.6,3.3,0,1013.7,1020.3,58.4
863,외도,2021-01-12 11:00,2.7,205.1,2.8,0,1013.4,1020,68.3
863,외도,2021-01-12 12:00,3.6,200.7,3.1,0,1012.8,1019.4,76.3
863,외도,2021-01-12 13:00,4.3,219.4,1.9,0,1011.9,1018.4,64.6
863,외도,2021-01-12 14:00,2.9,206.6,2.6,0,1011.1,1017.7,82.3
863,외도,2021-01-12 15:00,3.5,233.6,1.3,1,1010.7,1017.3,87.1
863,외도,2021-01-12 16:00,3.6,211.6,1.2,0,1010.6,1017.1,85.9
863,외도,2021-01-12 17:00,4.9,265.9,2.8,0,1010.7,1017.2,65.2
863,외도,2021-01-12 18:00,4.9,263.2,3.4,0,1010.7,1017.2,60.3
863,외도,2021-01-12 19:00,4.3,239.3,2.3,0,1011.2,1017.7,63
863,외도,2021-01-12 20:00,3.6,224.3,2.2,0,1011.5,1018.1,66.7
863,외도,2021-01-12 21:00,3.2,226.8,2.1,0,1011.7,1018.3,68.2
863,외도,2021-01-12 22:00,3.3,222.3,2.6,0,1011.9,1018.5,66.4
863,외도,2021-01-12 23:00,3.6,215.4,2.4,0,1011.7,1018.3,64.8
863,외도,2021-01-13 0:00,3.9,230,3.2,0,1011.4,1017.9,63
863,외도,2021-01-13 1:00,4.9,223.9,2.7,0,1011.2,1017.7,63.2
863,외도,2021-01-13 2:00,4.8,221.8,2.1,0,1011.1,1017.6,62.8
863,외도,2021-01-13 3:00,5,219.4,2.7,0,1010.6,1017.1,62.1
863,외도,2021-01-13 4:00,5.9,222,3.1,0,1010.7,1017.2,60.4
863,외도,2021-01-13 5:00,6.3,218.5,3.1,0,1010.7,1017.2,59.2
863,외도,2021-01-13 6:00,6.4,220.5,2.5,0,1010.5,1017,58.9
863,외도,2021-01-13 7:00,6.1,216.6,2.7,0,1010.7,1017.2,58.8
863,외도,2021-01-13 8:00,6.5,220.6,2.9,0,1010.6,1017.1,58.5
863,외도,2021-01-13 9:00,7.6,222.1,3.1,0,1011,1017.5,55.8
863,외도,2021-01-13 10:00,9.9,235.8,3.5,0,1010.9,1017.3,48.8
863,외도,2021-01-13 11:00,11.2,246.6,4.9,0,1010.7,1017.1,48.1
863,외도,2021-01-13 12:00,11.8,247.6,6.4,0,1009.9,1016.2,45.1
863,외도,2021-01-13 13:00,11.9,244.5,6.1,0,1009.5,1015.8,48.6
863,외도,2021-01-13 14:00,11.9,244.8,7.5,0,1008.9,1015.2,51.5
863,외도,2021-01-13 15:00,12,247.2,7.6,0,1008.9,1015.2,50.5
863,외도,2021-01-13 16:00,11.6,247.2,6.7,0,1009.2,1015.5,49.8
863,외도,2021-01-13 17:00,10.7,249.6,5.3,0,1010.1,1016.5,50.2
863,외도,2021-01-13 18:00,9.6,241,4.7,0,1010.5,1016.9,53.1
863,외도,2021-01-13 19:00,9.4,235.8,4.4,0,1010.8,1017.2,50.1
863,외도,2021-01-13 20:00,9.5,234.6,3.8,0,1011.1,1017.5,46.1
863,외도,2021-01-13 21:00,9.3,235.6,3.5,0,1011.9,1018.3,46.4
863,외도,2021-01-13 22:00,9,226.4,2.3,0,1012.3,1018.7,49.6
863,외도,2021-01-13 23:00,9.1,225.4,3,0,1012.4,1018.8,54.6
863,외도,2021-01-14 0:00,9.4,236.4,3.4,0,1012.4,1018.8,57.9
863,외도,2021-01-14 1:00,9,235.5,2.3,0,1012.8,1019.2,60.7
863,외도,2021-01-14 2:00,8.7,224.6,2.3,0,1013.3,1019.7,64.2
863,외도,2021-01-14 3:00,8,221.4,2.5,0,1013.4,1019.9,66.9
863,외도,2021-01-14 4:00,7.9,218.4,2,0,1013.3,1019.8,68.4
863,외도,2021-01-14 5:00,7.6,218.4,2.2,0,1013.3,1019.8,69.7
863,외도,2021-01-14 6:00,6.6,222,1.9,0,1013.4,1019.9,72.8
863,외도,2021-01-14 7:00,6.9,193.5,1.7,0,1013.8,1020.3,74
863,외도,2021-01-14 8:00,5.1,212.5,0.5,0,1014.1,1020.6,74.2
863,외도,2021-01-14 9:00,8.4,164.7,1.9,0,1014.3,1020.8,69.3
863,외도,2021-01-14 10:00,11.4,96.3,1.8,0,1015.3,1021.7,68.1
